tweet_id,event_id,eventType,text,date,user_id,annotation_postPriority
9538,17,typhoon,"[DGTL TYPH] [JMA] Typhoon HAGUPIT (201422) is at 12.1N, 126.9E with 925hPa and 50m/s on 2014-12-06 03 UTC
#hag... http://t.co/X7e3yak7YO",,,Low
9539,17,typhoon,Rains lash disaster-weary Philippines as typhoon nears: &lt;strong&gt;TACLOBAN:&lt;/strong&gt; Heavy rain an... http://t.co/Z2Jm12XlXc &lt;--Full Story,,,Low
9540,17,typhoon,"""@AlertNet: Massive evacuation as Typhoon #Hagupit nears Philippines http://t.co/jZXjbjOvnM""",,,Medium
9541,17,typhoon,#typhoonhagupit kitesession on cabrinhakites gusty as fu*�#@ but good fun wt all the crowd along the? http://t.co/VdAz4QFwib,,,Low
9542,17,typhoon,CONSOLACION - Evacuees provided Food Packs by LGU. Recoreda continuously done urging ppl in coastal areas 2 evacuate #RubyPH #mediangbayan,,,High
9543,17,typhoon,"Typhoon Hagupit 2014 - Tacloban and Guiuan Evacuation Centers: 
   share

a2a_config.linkname = ""Typhoon Hagup... http://t.co/JNzHTMGugD",,,Medium
9544,17,typhoon,"Weather satellite feed as of Dec 06, 2014 05:00 PM. http://t.co/FvrdOthU7o | via @nababaha #RubyPH",,,Low
9545,17,typhoon,"You Don't Say! 600,000 Filipinos flee as typhoon blows near: MANILA, Philippines (AP) ? Haunted by Typhoon Hai... http://t.co/ZjAq4ElLIc",,,Low
9546,17,typhoon,Typhoon Hagupit evacuation steps up http://t.co/pY94u5lKvH,,,Medium
9547,17,typhoon,Typhoon Hagupit evacuation steps up http://t.co/nxVg0oQsaq,,,Medium
9548,17,typhoon,Typhoon Hagupit evacuation steps up http://t.co/DGoqud3hvH,,,Medium
9549,17,typhoon,Video: Thousands flee as Hagupit nears�Philippines Around half a million Filipinos have fled their homes as... http://t.co/fYstaGVcrD,,,Low
9550,17,typhoon,#RubyPH A quick video update this afternoon as Hagupit nears the coast. https://t.co/oOWtpWDvm5 ? http://t.co/ucCcfZjqrF ?,,,Low
9551,17,typhoon,"#AksyonSaHagupit | CAAP closes down airports in Bicol, Samar, Leyte http://t.co/fvGtlHLYHF",,,High
9552,17,typhoon,Stay safe everyone! @itvnews: Half a million people take shelter as Typhoon Hagupit approaches Philippines http://t.co/JHnaRM3zVj,,,Low
9553,17,typhoon,Massive evacuation as Typhoon Hagupit nears Philippines http://t.co/6iOhV9A4TA,,,Low
9554,17,typhoon,"Anticipating. December 6, 2014. Saturday. As of 5:35 PM. #typhoonhagupit #typhoonruby http://t.co/TaCDj5N9zi",,,Low
9555,17,typhoon,Typhoon Hagupit evacuation steps up http://t.co/og4cjCwdkU,,,Low
9556,17,typhoon,"""@FoxNews: More than 600,000 flee as typhoon nears Philippines http://t.co/nh8j4SOQVf"" Just as many should flee Fox after last night bitches",,,Low
9557,17,typhoon,"Philippines Typhoon Hagupit Update 2014: 600,000 Evacuated As Storm Approaches, All Flights... http://t.co/AdKuwkFUVA",,,Medium
9558,17,typhoon,#YahooNews Massive evacuation as typhoon nears Philippines: By Rosemarie Francisco MANILA (Reuters) - More tha... http://t.co/sp5SPuKtgQ,,,Medium
9559,17,typhoon,Typhoon Hagupit: More than half a million Philippines residents flee storm surge | World news | http://t.co/XlL6OfZ3tO via #hng #weather,,,Medium
9560,17,typhoon,Philippines Typhoon Hagupit evacuation stepped up - BBC News http://t.co/dJUtFpHQA5 #filipino,,,Medium
9561,17,typhoon,Philippines: Thousands flee as Typhoon Hagupi nears - Hindustan Times http://t.co/q1MEISTV8f #mdwine,,,Medium
9562,17,typhoon,BBC News - Philippines Typhoon Hagupit evacuation stepped up http://t.co/9xdmQ92MQx,,,Medium
9563,17,typhoon,"On mobile: Turn off radios such as GPS, bluetooth or WIFI when not in use. Disable vibrate function, use ring tone instead #RubyPH",,,Low
9564,17,typhoon,Y13 and Y11 - Typhoon Hagupit evacuation steps up http://t.co/PAVSJaE6no,,,Medium
9565,17,typhoon,"#CreditCards #Credit More than 600,000 flee as typhoon nears Philippines:  http://t.co/KihheQtmuR",,,Medium
9566,17,typhoon,Hundreds of Thousands Evacuated in Philippines as Typhoon Hagupit Nears - New York Times http://t.co/xXAWA6B3Yl #filipino,,,Medium
9567,17,typhoon,Massive evacuation as typhoon nears #Philippines - Dec 6 @ 8:34 AM ET http://t.co/Zimo8SAt6T,,,Medium
9568,17,typhoon,600000 flee as Philippine villages brace for Typhoon Hagupit - http://t.co/kbpsWse2ms http://t.co/ASXZ3kAjz1 #philippines,,,Medium
9569,17,typhoon,@SakhalinTribune Philippines Typhoon Hagupit evacuation stepped up,,,Medium
9570,17,typhoon,Typhoon Hagupit evacuation steps up http://t.co/TQ6R59pnS6,,,Medium
9571,17,typhoon,? Hundreds of Thousands Evacuated in Philippines as Typhoon Hagupit Nears http://t.co/PCOwfCD0YH?,,,Medium
9572,17,typhoon,Major evacuations as Philippines braces for typhoon Hagupit: More than half a million people seek safety as ty... http://t.co/8QLHXoBSNz,,,Medium
9573,17,typhoon,#globalnews4u Hundreds of thousands flee their homes in the Philippines as Typoon Hagupit draws near http://t.co/V4Z5W48dd5,,,Medium
9574,17,typhoon,"@twc_hurricane: DEVELOPING: Western eyewall of #Typhoon #Hagupit now nearing east coast of Samar, #Philippines. http://t.co/41No7JyMen",,,High
9575,17,typhoon,Massive evacuation as typhoon nears Philippines: More than half a million people in the Philippines have fled ... http://t.co/QJythloyYR,,,Medium
9576,17,typhoon,"Philippines: more than 616,000 evacuated in country?s largest peacetime evacuation as storm approaches http://t.co/nI8TkfSH4D",,,Medium
9577,17,typhoon,Massive evacuation as typhoon nears #Philippines #TyphoonHagupit #TyphoonHagupit... http://t.co/qJqn0F7ssz http://t.co/gwiZ0rxjUV,,,Low
9578,17,typhoon,Thousands flee as Hagupit nears Philippines http://t.co/pGIU4lHBtM http://t.co/VojkOXF4XR,,,Low
9579,17,typhoon,Massive evacuation as Typhoon Hagupit nears Philippines More than half a million people in the Philippines have ... http://t.co/LnlnOODfsp,,,Medium
9580,17,typhoon,Typhoon Hagupit evacuation steps up http://t.co/GUprMnedQ1 http://t.co/650t0cPWMj,,,Medium
9581,17,typhoon,"As of 9PM today, #RubyPH was located at 150 km ESE of Catarman, Northern Samar or at 45 km ESE of Dolores, Eastern Samar.",,,High
9582,17,typhoon,Hundreds of Thousands Evacuated in Philippines as Typhoon Hagupit�Nears http://t.co/4guOPsiyJL,,,Medium
9583,17,typhoon,Typhoon Hagupit evacuation steps up http://t.co/bcUaKDetXP,,,Medium
9584,17,typhoon,Hundreds of Thousands Evacuated in Philippines as Typhoon Hagupit Nears http://t.co/dsaf7ezUZ2,,,Medium
9585,17,typhoon,"Super Typhoon Hagupit: 500,000 Flee As Storm Approaches http://t.co/hASkvvoAKo",,,Medium
9586,17,typhoon,Philippines Braces for Arrival of Typhoon Hagupit - New York Times http://t.co/gWXsld02w1 #Typhoon,,,Medium
9587,17,typhoon,"Typhoon Hagupit evacuation steps up -
Getting closer! http://t.co/LO5QNGUAb0",,,Medium
9588,17,typhoon,"#News. More than 600,000 flee as typhoon nears Philippines  /#BREAKING",,,Medium
9589,17,typhoon,Massive evacuation as typhoon nears Philippines http://t.co/knEZ0J9QVN,,,Medium
9590,17,typhoon,God bless my friends in the Philippines.  #TyphoonHagupit,,,Low
9591,17,typhoon,Typhoon Hagupit evacuation steps up http://t.co/mFzODmeTt8,,,Medium
9592,17,typhoon,Massive evacuation as typhoon nears Philippines http://t.co/Jtg4QcXx1J,,,Medium
9593,17,typhoon,Official list of localities: Typhoon Ruby (Hagupit) Storm Surge Advisory http://t.co/DlisWB54B6,,,High
9594,17,typhoon,Massive evacuation as Typhoon Hagupit nears Philippines http://t.co/YNxtJmta6Z,,,Medium
9595,17,typhoon,Typhoon Hagupit evacuation steps up #WorldNews http://t.co/ekkYuqleav,,,Medium
9596,17,typhoon,"CARCAR CITY - As of 8 pm, Carcar City have 219 families or 1059 persons evacuated #RubyPH #mediangbayan",,,High
9597,17,typhoon,Philippines Shifting to Disaster Response as Typhoon Approaches http://t.co/aFKCxs4KdI @VOA_News,,,Medium
9598,17,typhoon,"As early as now,u can make ur donations. @HabitatPhils is already preparing its Disaster Response. http://t.co/nFrsCxiC45 #RubyPH #Hagupit",,,Low
9599,17,typhoon,"@dost_pagasa says as 9:15pm: #RubyPH #Hagupit located 140km East SE of Catarman, Northern Samar.",,,High
9600,17,typhoon,#philippines Shiftin 2 Disastr Response as Typhoon Approaches  http://t.co/EV1iBM8oHC #DisasterResponse #easternPhilippines,,,High
9601,17,typhoon,"Trees felled, power cut as typhoon hits Philippines: MANILA (Reuters) - Strong winds felled trees as a powerfu... http://t.co/9aUnIcArra",,,High
9602,17,typhoon,Typhoon Hagupit Triggers Massive Evacuation http://t.co/R6ZaDkNSTC,,,Medium
9603,17,typhoon,"600,000 Filipinos flee as Typhoon Hagupit blows near: More than 600,000 people have been? http://t.co/OwWhOk7Fyl",,,Medium
9604,17,typhoon,"Super Typhoon Hagupit: 500,000 Flee As Storm Approaches http://t.co/vSRnSXtapB",,,Medium
9605,17,typhoon,"600,000 people flee Philippine villages as country braces itself for Typhoon Hagupit to hit http://t.co/DA3QcDk2vR",,,Medium
9606,17,typhoon,#Business #Reuters Massive evacuation as typhoon nears Philippines: MANILA (Reuters) - More t... http://t.co/EkooOkjfbQ #REDZONE #COVVHA,,,Medium
9607,17,typhoon,Philippines: Thousands flee as Typhoon Hagupi nears - Hindustan Times..  #PLL,,,Medium
9608,17,typhoon,Rains lash disaster-weary Philippines as typhoon nears http://t.co/BodVmG5ntK,,,Low
9609,17,typhoon,Typhoon Hagupit evacuation steps up http://t.co/uJ6Vkgr0un,,,Medium
9610,17,typhoon,Massive evacuation as typhoon nears Philippines by Tribune wire reports via News - Chicago Tribune http://t.co/0m8yAhSLJz,,,Medium
9611,17,typhoon,Aid shipments underway as Typhoon #Hagupit strikes #Philippines threatening as many as 30M http://t.co/RBuglvkucs http://t.co/JXW49wA81o,,,Low
9612,17,typhoon,Typhoon Hagupit evacuation steps up. Come to @RhokBrisbane tomorrow to help us crisis map the region for aid agencies http://t.co/458aHUBW4H,,,Medium
9613,17,typhoon,#News #topnews Mass evacuations as typhoon blows near eastern Philippines:  http://t.co/6pPMS6LMpp RT @alltopnewstoday,,,Medium
9614,17,typhoon,"600,000 Filipinos Flee As Typhoon Blows Near... http://t.co/iyTAG7bYYl via @feedly",,,Medium
9615,17,typhoon,"""@inquirerdotnet: STORM SIGNALS Update 9: 9 areas under Signal No. 3 as of 5 pm. #RubyPH http://t.co/EytMHeBSKk | @sarapacia""",,,High
9616,17,typhoon,Hundreds of thousands flee their homes in the Philippines as Typoon Hagupit draws near http://t.co/igb2fXwITz via http://t.co/cncdSzsOKp,,,Medium
9617,17,typhoon,Philippines braces for Super Typhoon Hagupit - USA TODAY http://t.co/Y1BPApeFzf #Typhoon,,,Low
9618,17,typhoon,"Mapped 2 hrs ago-Sea water reached the highway, Catarman, Northern Samar http://t.co/DgYjdxpuFj #RubyPH click data to see JTWF &amp; Pagasa proj",,,High
9619,17,typhoon,Philippines Shifting to Disaster Response as Typhoon Approaches http://t.co/wuBnOwq0EM,,,High
9620,17,typhoon,BBC News - Philippines Typhoon Hagupit evacuation stepped up http://t.co/8jEphmw78N,,,Medium
9621,17,typhoon,Typhoon Hagupit evacuation steps up http://t.co/xvHKcp4KOW,,,Medium
9622,17,typhoon,Massive evacuation as Typhoon Hagupit nears Philippines http://t.co/Llnbk87L4f,,,Medium
9623,17,typhoon,"#RubyPH Update as of 9PM December 2014
Source: PAGASA http://t.co/UZJDaEipXf",,,Medium
9624,17,typhoon,"Thousands flee as Hagupit nears Philippines - About 500,000 evacuate coastal areas, already devastated by typhoo... http://t.co/pAQr0TYFDa",,,Medium
9625,17,typhoon,"More than 600,000 flee as typhoon nears Philippines:",,,Medium
9626,17,typhoon,"E.Samar hit by #Hagupit first, winds start to batter coastal areas as residents flee http://t.co/xNpe0tuN8W",,,High
9627,17,typhoon,Keep Calm.Stay Alert.Prepare to RESPOND.#RUBYPH http://t.co/jIcJ8mmgkD,,,Low
9628,17,typhoon,"Super Typhoon Lashes Philippines as 600,000 Flee http://t.co/3XIa1KX1Xa #chicago",,,Low
9629,17,typhoon,"#Laguna is currently under PSWS #1, as per @dost_pagasa's latest update. #RubyPH #Hagupit",,,High
9630,17,typhoon,#Hagupit is living up to its name slamming everything along the way. Sounds like there's waterfalls outside my bldg! #RubyPH #Tacloban #PH,,,Low
9631,17,typhoon,Gusty wind piping up. I am in terror. #RubyPH,,,Low
9632,17,typhoon,PRAY. #RubyPH,,,Low
9633,17,typhoon,Smart Grid | Super Typhoon Hagupit Hits Eastern Philippines as 600000 Flee - http://t.co/xFjRwflLiG http://t.co/3tqUj8swrM,,,Medium
9634,17,typhoon,"Here at SR,APG-RGB have exchange information&amp;discuss potential collaboration for #RubyPH #Hagupit cc @IndayTagala @Orla__Murphy @ChristyWVI",,,Low
9635,17,typhoon,Power is out again in Banawa #RubyPH,,,High
9636,17,typhoon,pic cramped but sheltered frm  #hagupit the displaced n Borongan @UNDPPH @undp @UNDPasiapac supporting http://t.co/1RUgEutpoE,,,Low
9637,17,typhoon,Sporadic strong winds and rainshowers. Banana Papaya outside house is still up. Loc Maasin #SouthernLeyte #RubyPH  @MovePH @inquirerdotnet,,,Low
9638,17,typhoon,Coastal waters almost overflow into fish port in Masbate City as #Hagupit #RubyPH approaches.,,,High
9639,17,typhoon,"#News: Super Typhoon Lashes Philippines as 600,000 Flee: Super Typhoon Hagupit began to lash the eastern P... http://t.co/XSQUin3miO #TU",,,Medium
9640,17,typhoon,"Dont let those people suffer again when they were just starting to get back on their feet. Save and protect them and all of us ?

#RubyPH",,,Low
9641,17,typhoon,@NASA_EO @NASA #hagupit loosely translated means lashed with a whip in tagalog,,,Low
9642,17,typhoon,"watching the tides because as of now is high tide,. #RubyPH",,,Low
9643,17,typhoon,"@TopTrendWW: TT WorldWide 13:02
1.#RubyPH
2.#BTSWelcomeToThePhilippines
3.#htcmania
4.#PowerfulDesignerGivesLawsInNature
5.#DiamDiamNusuk",,,Low
9644,17,typhoon,Typhoon Hagupit makes landfall in the Philippines. @Greenpeace stands in solidarity with the Filipino people http://t.co/qmfeeKRdea,,,Low
9645,17,typhoon,pls join me from 5 with reaction to the killing of #LukeSomers latest on #TyphoonHagupit &amp; a vicitm of a paedophile Dr speaks to #skynews,,,Low
9646,17,typhoon,expected landfall in Cebu isn't for another 12 hours but shit is already getting scary #RubyPH,,,Low
9647,17,typhoon,Typhoon Hagupit batters eastern Philippines with 130mph gusts Troops put on red alert as more than half a millio... http://t.co/pLpiVJvrVG,,,Low
9648,17,typhoon,More than half a million people evacuated from areas #TyphoonHagupit due to strike but I met many who won't move til tmrw. May be too late,,,Low
9649,17,typhoon,"#Hagupit is slower than #Haiyan - expected to stay over locations longer, bring more wind &amp; rain with more chances of flooding &amp; landslides.",,,Low
9650,17,typhoon,"Metro Manila under signal # 1. RT ""@gmanews: 43 areas under storm signals as #RubyPH heads toward Masbate http://t.co/Y1NpmVbqkm?",,,High
9651,17,typhoon,Keep calm and pray ?#RubyPH,,,Low
9652,17,typhoon,RT by NBXtrinibago Philippines Typhoon Hagupit makes landfall as thousands flee. More on this story here:? http://t.co/tqiGUewBjW,,,Low
9653,17,typhoon,Already experiencing strong winds &amp; heavy rains how much more if it makes its landfall tom here in masbate. Oh please protect us god #RubyPH,,,Low
9654,17,typhoon,#Photo: #People #Gather at a #Shelter in #Tacloban as #Typhoon #Hagupit #Makes #Landfall in the ... http://t.co/XA076AMKDW #100000,,,Low
9655,17,typhoon,"Check out this CEO: Photos: Philippines Prepares for Typhoon Hagupit, One Year After Deadly Haiyan http://t.co/zOLiToSqYP",,,Low
9656,17,typhoon,@ANCALERTS @rapplerdotcom WE ned updates on what's happenin in #EasternSamar #Borongan regardin #RubyPH.Dun una naglandfall pro walang news?,,,High
9657,17,typhoon,"PAGASA: At 11 pm, typhoon Ruby (Hagupit) is still at the vicinity of Dolores, Eastern Samar, or at 125 kilometers... http://t.co/tmvGnGaTKf",,,High
9658,17,typhoon,reading a lot of reports about #TyphoonHagupit hitting Legazpi...have a lot of family there..,,,Low
9659,17,typhoon,"Bagyong Ruby (HAGUPIT) Updates, Forecast, Storm Signals and Track (December 6, 2014) | #RubyPH http://t.co/3uTfYanb8J #philippines",,,Low
9660,17,typhoon,Current info of typhoon Ruby (Hagupit) http://t.co/Dg2h5aTFZG,,,Medium
9661,17,typhoon,"http://t.co/XqGMXydxlL #Typhoon #Haiyan: Images of then and now
#Philippines #BBC #News",,,Low
9662,17,typhoon,#Hagupit Has Arrived...,,,Low
9663,17,typhoon,"ALERT: Editor's note: As Typhoon Hagupit has just recently made landfall in the eastern Philippines, reports have not yet solidified on t...",,,Medium
9664,17,typhoon,"#Hagupit #rubyph Saturday afternoon #Masbate  expect strong wind, storm surge 4.5 meters note storm signals in pix http://t.co/vlpFPQ3QYL",,,Medium
9665,17,typhoon,.@CarinAtPlan: We've prepositioned aid right where it will be needed &amp; we stand ready to respond. http://t.co/HodKmKjzpL ? #Hagupit #RubyPH,,,High
9666,17,typhoon,"Philippines: 600,000 flee Typhoon Hagupit: More than half a million people have fled villages in the Ph... http://t.co/L0Kw67x6fJ #Video",,,Low
9667,17,typhoon,@TechWorkSpaces Thank you for following International Medical Professionals Initiative Inc. #Hagupit,,,Low
9668,17,typhoon,#Philippine #Typhoon Aid:  https://t.co/9pyfe0iWy3 #smemchat #TyphoonHagupit #TyphoonRuby #Hagupit Call for #SMEM volunteers,,,Low
9669,17,typhoon,Philippines Typhoon Hagupit evacuation steps up | 24 News | Financial Express :: adesh http://t.co/yDstFn1yO6 via @sharethis,,,Medium
9670,17,typhoon,#Hagupit #RubyPH Has started to reach land. Help us prepare for relief efforts http://t.co/jhBhOZcqBy http://t.co/uSfyqdLaH1,,,Low
9671,17,typhoon,It will likely produce widespread flooding along with a heightened risk for mudslides. #Hagupit,,,Low
9672,17,typhoon,"Lord, do not allow us to be defeated ??
#PrayForVisayas #RubyPH",,,Low
9673,17,typhoon,Stand for #ClimateJustice! Hold #BigPolluters Accountable for Climate Crisis! http://t.co/25J8w8hmoU #Hagupit #RubyPH http://t.co/A6q63vxIP7,,,Low
9674,17,typhoon,Village next to our hotel looked like a bomb had gone off!Within 2 days everything rebuilt!! Amazing tough resilient people!#TyphoonHagupit,,,Low
9675,17,typhoon,"3Novices:Super Typhoon Lashes Philippines as 600,000 Flee http://t.co/GepZSmzxnA Super Typhoon Hagupit began to lash the eastern Philip...",,,Medium
9676,17,typhoon,The Week's Top 10: (10) Super Typhoon Hagupit Aims for the Philippine Islands: http://t.co/MSiKs7lchz,,,Low
9677,17,typhoon,"CEBECO II has cut-off power in Brgy. Nailon, the most critical area in Bogo City after power lines caused sparks. #RubyPH  #9newsph",,,High
9678,17,typhoon,Prayers! #RubyPH,,,Low
9679,17,typhoon,"Due to this slow movement, areas will experience extreme weather for a long duration, increasing the damage and impacts from #Hagupit.",,,Medium
9680,17,typhoon,"SEVERE WEATHER BULLETIN NUMBER TWELVE
TROPICAL CYCLONE WARNING: TYPHOON ?RUBY?(HAGUPIT)
ISSUED AT 11:00 PM, 06... http://t.co/2cExSdEMRP",,,High
9681,17,typhoon,Alert and ready: briefing of @PlanPhilippines Emergency Response Team for Tacloban-Leyte area. #RubyPH http://t.co/tTkjYnmvqX,,,High
9682,17,typhoon,"In the Philippines, hundreds of thousands flee approaching typhoon - http://t.co/uXlT7Az7H7",,,Low
9683,17,typhoon,"Over 100,000 people at 21 shelters in #Tacloban as #Hagupit enters city tonight. That's half of city's population. http://t.co/kII3DvPdDL",,,Medium
9684,17,typhoon,"#RubyPH may be there right now in your place, but God is also there. Trust! We've already prayed. Now all we need to do is TRUST.",,,Low
9685,17,typhoon,"""@ABSCBNNews: JUST IN: PAGASA confirms #RubyPH has made landfall over Dolores at 9:15 p.m. I via @jennyfreyes"" http://t.co/bcLkBTeUbp",,,High
9686,17,typhoon,"Heard an explosion a while ago, probabaly from a busted power tranformer nearby. Power still up in Bogo City. #RubyPH  9NewsPH",,,Low
9687,17,typhoon,Staying here for a night. Storm is here. #Hagupit #RubyPHReady http://t.co/NsOZvbqQwJ,,,Low
9688,17,typhoon,Philippines braces for destruction as typhoon nears: More than half a million people in the Philippines have f... http://t.co/x8LrSQYNwl,,,Medium
9689,17,typhoon,NOW: #Hagupit makes landfall where ppl try to recover from Haiyan. @JesisNeedsNewPR describes: http://t.co/Dum4no3gyQ http://t.co/hGFN9Ey0zN,,,Low
9690,17,typhoon,"#WorldVision prepares to respond to 55,000 ppl w/ emergency essentials: family &amp; hygiene kits, food &amp; emergency items #TyphoonHagupit.",,,Medium
9691,17,typhoon,"?Ruby? slams into eastern Philippines 
MANILA ? Typhoon Ruby (Hagupit) slammed into the central P ... http://t.co/x2AjvPrMs1 #news #filipino",,,Low
9692,17,typhoon,"We from @WFP help #Philippines to move food to disaster area #TyphoonHagupit + bring extra rice,life-saving biscuits. http://t.co/PxmrWcQ1ev",,,Medium
9693,17,typhoon,Via @nababaha: Rainfall amount in the Philippines for the past hour.  http://t.co/IP6jSdpaJq | #RubyPh,,,Low
9694,17,typhoon,We trust in You! ????#PrayForThePhilippines #RubyPH,,,Low
9695,17,typhoon,Hundreds of Thousands Evacuated in Philippines as Typhoon Hagupit Nears - New York Times..  #stern #sternshow,,,Low
9696,17,typhoon,#Cholera acute intestinal infection caused by ingestion of contaminated food/water #rubyph #hagupit #healthadvisory http://t.co/WkQo3QwJjo,,,Low
9697,17,typhoon,"?@rapplerdotcom: Let's work together. 
Volunteer for http://t.co/20gSc3QJZT @moveph. #RubyPH http://t.co/3KzJU9EifY?",,,Low
9698,17,typhoon,#RubyPH emergency hotlines http://t.co/eYb1eLnVHG,,,Low
9699,17,typhoon,"Path of #Hagupit now well south of Manila - rain, wind, but not full force http://t.co/E1MibkI9B6",,,Low
9700,17,typhoon,Summary of the rights of air passengers: http://t.co/SBPvOqKxyw? #RubyPH http://t.co/6lNDmVwXdj | via @govph,,,Low
9701,17,typhoon,"Power n sports complex, Bogo City s now off. Pwr outage all over the city now as strong winds continue to batter the city. #RubyPH #9newsph",,,High
9702,17,typhoon,"any updates?

#RubyPH",,,Low
9703,17,typhoon,Latest Update: Typhoon Ruby [HAGUPIT] Makes its Landfall caught on Infrared Satellite  http://t.co/7k0UykIfWD,,,Low
9704,17,typhoon,pray a lot #Hagupit,,,Low
9705,17,typhoon,"Typhoon Hagupit: 500,000 people flee ? #TyphoonHagupit #Weather #Storm #Philippines ? http://t.co/iLCVfKPEyJ ? http://t.co/ZaN7747ygg",,,Low
9706,17,typhoon,not on monday pls #RubyPH,,,Low
9707,17,typhoon,"#TyphoonHagupit slams into #Philippines, makes landfall in Dolores via @firstpostin! God bless everyone. http://t.co/hrzKEkaBcF",,,Low
9708,17,typhoon,"Formal #Hagupit tweets- @NDRRMC_OpCen
@pnpdpcr @CAAP_Operations @MalabonDRRMO @PhilCoastGuard1
@pnppio @officialdohgov @CCCPhl @rubyresponse",,,Low
9709,17,typhoon,"This story is worth the #LateNightEdits #RubyPH 

Doctor in Manila helps deliver baby ?Ruby? in E. Samar http://t.co/VmDEj7MXHp by @beacupin",,,Low
9710,17,typhoon,Typhoon Hagupit hits the Philippines http://t.co/UEGHrJs4Ns,,,Low
9711,17,typhoon,"ay slmat plihis n,,,,lord thank you #RubyPH",,,Low
9712,17,typhoon,Typhoon Ruby (Hagupit) is moving towards the island province of Masbate where it is estimated to make its second... http://t.co/2e0aQyK4XB,,,Medium
9713,17,typhoon,Come at me #Hagupit ? ORD ?? ICN ?? MNL,,,Low
9714,17,typhoon,"""Trending Philippines:00:28 AM PHT""
1. #RubyPH
2. #BattlesPH
3. #BTSWelcomeToThePhilippines
4. #WORDSMUSICVIDEO",,,Low
9715,17,typhoon,"?@ANCALERTS: PAGASA: Signal #2 could be raised in Metro Manila on Dec. 8, Monday #RubyPH?",,,Low
9716,17,typhoon,"RT @EarthUncutTV: Rain whipping through the air in Calbayog as winds pick up, 5.49am #typhoon #Hagupit #RubyPh http://t.co/hKUT7rgzh3",,,Low
9717,17,typhoon,"Super Typhoon Lashes Philippines as 600,000 Flee http://t.co/AYMPot8jAk #sanfrancisco",,,Low
9718,17,typhoon,I can already feel #TyphoonHagupit .. That wind is strong. And it's really really cold  #MTVStars Paramore,,,Low
9719,17,typhoon,"Mother Mary pray for us ? 
?@ANCALERTS: PAGASA: Signal #2 could be raised in Metro Manila on Dec. 8, Monday #RubyPH?",,,Low
9720,17,typhoon,Super Typhoon Hagupit Hits Eastern Philippines as 600000 Flee - http://t.co/s7iH7UU218 http://t.co/jIaBpAEBdS #Philippines,,,Low
9721,17,typhoon,Its fucking scary already ? #TyphoonRuby #TyphoonHagupit,,,Low
9722,17,typhoon,Philippine Forecasters Say Typhoon Hagupit Has Slammed Into Eastern Coast ... - ABC News http://t.co/PMcN9Zi4fz #philippines,,,Medium
9723,17,typhoon,"#News: Typhoon Hagupit: 500,000 people flee to safety in eastern Philippines: Locals praying typhoon Hagup... http://t.co/TONpOzQNIs #TU",,,Low
9724,17,typhoon,"ABS-CBN Sagip Kapamilya is accepting donations for those who may be affected by typhoon 'Ruby'. #RubyPH #Hagupit http://t.co/eVJss1VLqc""",,,Low
9725,17,typhoon,@sunnyteppie Hi Steph! Writing an article about #Philippines #RubyPH. Would you be happy to share your views about #RubyPH? Jakub.,,,Low
9726,17,typhoon,#Typhoon #Hagupit smashes into #Philippines https://t.co/X1EKuZhGre via @yahoosg,,,Low
9727,17,typhoon,"New post: ""Families head to shelters"" http://t.co/YtjUzUfJx8",,,Low
9728,17,typhoon,"UPDATE as of 12 midnight: Stranded due to #RubyPH ? 2,453 passengers, 91 vessels, 4 motor bancas and 686 rolling cargoes.",,,High
9729,17,typhoon,Our ppl r n fear. 10mill lives at risk. Yet big polluters hu r main actors n climate change r jsr thinking of profit #RubyPH #climatejustice,,,Low
9730,17,typhoon,"UPDATE as of 12MN: Stranded due to #RubyPH ? 2,453 passengers, 91 vessels, 4 motor bancas and 686 rolling cargoes. | via @PhilCoastGuard1",,,High
9731,17,typhoon,#Typhoon Hagupit makes landfall.shared on  http://t.co/q5qKy1mbBG,,,Low
9732,17,typhoon,Typhoon Hagupit hits the Philippines: More than half a million people flee Typhoon Hagupit as it makes landfal..... http://t.co/Ej1qFQEzXi,,,Low
9733,17,typhoon,#Hagupit  hoping you will cool down...,,,Low
9734,17,typhoon,My OC-ness failed me. So much for my #RubyPH preparations. #flattire @superyanix http://t.co/KLr2aQVxEx,,,Low
9735,17,typhoon,Pray #RubyPH,,,Low
9736,17,typhoon,Stalwart colleague @cblaguardia due to speak live from #Tacloban on @BBCNews at 7pm tonight as city hunkers down for #TyphoonHagupit,,,Low
9737,17,typhoon,Typhoon Hagupit / Ruby Makes Landfall Near Oras: http://t.co/M5t1KFsgQJ via @YouTube,,,Low
9738,17,typhoon,Watching #TyphoonHagupit tv coverage? Help @WFP to do it http://t.co/PxmrWcQ1ev. #Philippines govt has asked us to support with logistics.,,,Low
9739,17,typhoon,Radio station DYRF reports total blackout in Ormoc #RubyPH,,,High
9740,17,typhoon,Can't sleep!???? #RubyPH ??,,,Low
9741,17,typhoon,#Typhoon #Hagupit to make landfall in the #Philippines today. Tracker: http://t.co/iiXVFmy0Xe,,,Low
9742,17,typhoon,New York Times - USA - Philippines Evacuates Thousands as Typhoon Nears - http://t.co/EWxf7JVSJa,,,Low
9743,17,typhoon,#RubyPH tip: Charge all the electronics. Also charge your flashlights and powerbanks,,,Low
