retweets_id,retweeter_id,original_user_id,times
306626,77455,99122,1
306627,85005,99584,1
306628,63131,58317,1
306629,57904,97404,1
306630,80041,80040,1
306631,80041,80118,1
306632,64112,96278,1
306633,85692,85147,1
306634,85692,85323,1
306635,84963,84603,1
306636,85597,85570,1
306637,85711,86903,1
306638,59548,97694,1
306639,78886,99361,1
306640,60362,97899,1
306641,61475,86430,1
306642,62948,97528,1
306643,61658,98237,1
306644,60659,60725,1
306645,77154,99060,1
306646,57143,97278,1
306647,83476,80276,1
306648,63123,60844,1
306649,62443,64465,1
306650,58264,58317,1
306651,80212,80210,1
306652,62447,98465,1
306653,60884,98020,1
306654,57011,97252,1
306655,77890,99234,1
306656,60821,98005,1
306657,60718,60720,1
306658,60432,58501,1
306659,58156,97451,1
306660,58908,97544,1
306661,74604,97412,1
306662,59378,97657,1
306663,57770,97376,1
306664,79522,70567,1
306665,56600,97159,1
306666,56600,86892,1
306667,84734,83569,1
306668,57691,92190,1
306669,59881,89743,1
306670,60450,58501,1
306671,60450,58338,1
306672,63017,97975,1
306673,65758,60729,1
306674,60858,98012,1
306675,84815,83239,1
306676,84276,84044,1
306677,83889,82919,1
306678,78261,99288,1
306679,77905,99239,1
306680,61004,98049,1
306681,61628,98230,1
306682,83790,83171,1
306683,77752,99208,1
306684,62831,58338,1
306685,56952,97231,1
306686,57734,56589,1
306687,79661,79635,1
306688,85667,85304,1
306689,59160,70099,1
306690,62835,58501,1
306691,61276,98133,1
306692,60144,97851,1
306693,78591,61275,1
306694,84868,70226,1
306695,64440,98906,1
306696,79112,99379,1
306697,85602,85195,1
306698,85596,96937,1
306699,64407,98901,1
306700,59102,97538,1
306701,60479,97913,1
306702,60818,98003,1
306703,59058,97575,1
306704,58064,97432,1
306705,61313,98139,1
306706,85568,99680,1
306707,85568,60917,1
306708,78295,99295,1
306709,64387,98893,1
306710,56974,97238,1
306711,60014,95763,1
306712,62887,58269,1
306713,62726,79100,1
306714,58916,65721,1
306715,57285,79100,1
306716,61768,98266,1
306717,59133,96865,1
306718,57424,79100,1
306719,56973,97240,1
306720,59877,97773,1
306721,61023,98054,1
306722,61647,98235,1
306723,59523,97688,1
306724,57645,64421,1
306725,63771,98739,1
306726,59356,97556,1
306727,62818,60832,1
306728,79814,79635,1
306729,80541,63877,1
306730,62653,98531,1
306731,58745,97515,1
306732,80781,99522,1
306733,62614,98521,1
306734,57300,88567,1
306735,57300,88246,1
306736,78752,99344,1
306737,63868,98763,1
306738,61365,98156,1
306739,84356,96007,1
306740,77415,99099,1
306741,63109,68136,1
306742,77372,99088,1
306743,62449,98467,1
306744,59910,97796,1
306745,60471,97909,1
306746,62410,96401,1
306747,58711,58501,1
306748,60527,97927,1
306749,57974,97417,1
306750,86461,85939,1
306751,61654,98238,1
306752,56849,97203,1
306753,56711,56638,1
306754,59745,97756,1
306755,60760,60570,1
306756,59824,59995,1
306757,60456,63080,1
306758,60758,97990,1
306759,59329,88246,1
306760,61195,98109,1
306761,76617,91030,1
306762,79548,99405,1
306763,64037,98794,1
306764,83579,83184,1
306765,60722,97981,1
306766,80662,99504,1
306767,63818,98751,1
306768,56753,56591,1
306769,59516,89442,1
306770,77449,99117,1
306771,58729,58501,1
306772,62841,58338,1
306773,63278,98642,1
306774,60944,73784,1
306775,86108,85821,1
306776,61310,61512,1
306777,63412,98665,1
306778,59012,97559,1
306779,77749,99207,1
306780,58406,97474,1
306781,60663,97970,1
306782,77432,99104,1
306783,58787,97336,1
306784,79999,79994,1
306785,60482,58501,1
306786,58955,62755,1
306787,60864,88567,1
306788,63793,97256,1
306789,60108,97857,1
306790,58596,58317,1
306791,79843,79841,1
306792,77536,98507,1
306793,63976,69408,1
306794,60726,97983,1
306795,57564,97332,1
306796,61297,98136,1
306797,63244,98636,1
306798,62152,98359,1
306799,58449,97491,1
306800,59942,97811,1
306801,79970,79950,1
306802,80360,80797,1
306803,76765,98980,1
306804,60597,97943,1
306805,61830,98283,1
306806,85863,85665,1
306807,85863,99690,1
306808,85863,85895,1
306809,85863,85271,1
306810,62121,98352,1
306811,60447,97487,1
306812,76555,98938,1
306813,59874,97745,1
306814,63416,98666,1
306815,60590,97944,1
306816,79905,66982,1
306817,82872,99552,1
306818,76775,98985,1
306819,58035,58108,1
306820,62742,97265,1
306821,62537,59398,1
306822,62325,76553,1
306823,63209,63257,1
306824,63761,63758,1
306825,58878,57599,1
306826,60797,66029,1
306827,60763,60552,1
306828,64218,76553,1
306829,59879,89483,1
306830,84544,83014,1
306831,62912,58298,1
306832,63778,63257,1
306833,79915,79903,1
306834,56988,56987,1
306835,62901,98576,1
306836,61788,61821,1
306837,60762,97915,1
306838,63570,61796,1
306839,77149,99058,1
306840,58232,97465,1
306841,59826,80241,1
306842,58896,64465,1
306843,62909,58602,1
306844,59383,97661,1
306845,83327,83151,1
306846,80422,99454,1
306847,86356,85326,1
306848,77504,83816,1
306849,63257,63192,1
306850,61106,98079,1
306851,56705,56586,1
306852,63869,97404,1
306853,60543,97933,1
306854,78130,99276,1
306855,62471,98475,1
306856,63988,67474,1
306857,57554,97328,1
306858,83295,82939,1
306859,63062,98586,1
306860,60037,97833,1
306861,60466,63080,1
306862,63587,98707,1
306863,60465,97910,1
306864,60602,97952,1
306865,60577,97943,1
306866,59786,97763,1
306867,64310,98874,1
306868,59205,97621,1
306869,59547,97693,1
306870,79162,99384,1
306871,64193,65530,1
306872,63662,98126,1
306873,62925,98583,1
306874,59115,96153,1
306875,77509,99146,1
306876,80185,80168,1
306877,64254,98858,1
306878,58371,58501,1
306879,80848,58597,1
306880,62906,60832,1
306881,58843,66955,1
306882,64203,98842,1
306883,58482,58487,1
306884,63169,98627,1
306885,84192,87964,1
306886,64267,75953,1
306887,60119,97614,1
306888,77340,99083,1
306889,83287,83225,1
306890,79598,79592,1
306891,60476,97912,1
306892,80678,97992,1
306893,60130,97863,1
306894,60436,58501,1
306895,59083,89743,1
306896,64024,98789,1
306897,60875,98018,1
306898,63497,63257,1
306899,58676,65682,1
306900,63205,62159,1
306901,79724,79722,1
306902,77828,99220,1
306903,56885,92190,1
306904,56885,56965,1
306905,79489,79454,1
306906,57422,76430,1
306907,62372,98429,1
306908,63609,63271,1
306909,64043,58845,1
306910,59196,97618,1
306911,56989,56987,1
306912,63736,98730,1
306913,59176,97609,1
306914,77579,58578,1
306915,63110,89629,1
306916,57647,97348,1
306917,61766,98263,1
306918,63236,69507,1
306919,79349,79348,1
306920,83349,83101,1
306921,57192,56595,1
306922,85642,99683,1
306923,57447,78649,1
306924,60964,86646,1
306925,57125,97276,1
306926,58330,58501,1
306927,76925,99018,1
306928,59287,97638,1
306929,57340,90039,1
306930,61209,98112,1
306931,63827,98751,1
306932,61236,98118,1
306933,76456,98929,1
306934,63748,98733,1
306935,80507,64463,1
306936,57824,97388,1
306937,58212,97297,1
306938,60308,97889,1
306939,58854,97530,1
306940,61348,61321,1
306941,63113,68109,1
306942,58274,58501,1
306943,58541,58501,1
306944,57443,90039,1
306945,62973,98592,1
306946,62973,98591,1
306947,57772,56586,1
306948,63668,98126,1
306949,63426,63257,1
306950,57473,97320,1
306951,59067,97580,1
306952,59726,97748,1
306953,59671,97730,1
306954,79608,79534,1
306955,58839,64830,1
306956,63545,98698,1
306957,63545,98719,1
306958,83665,99604,1
306959,63428,98670,1
306960,60503,97921,1
306961,58271,58712,1
306962,61165,98068,1
306963,61165,85293,1
306964,59394,96394,1
306965,65048,58361,1
306966,58341,63142,1
306967,60759,97991,1
306968,60298,90039,1
306969,79921,79903,1
306970,58228,57626,1
306971,78558,99325,1
306972,61795,61770,1
306973,63006,64670,1
306974,57309,88567,1
306975,85237,61304,1
306976,58602,58317,1
306977,61188,98105,1
306978,83818,99587,1
306979,62976,58484,1
306980,80436,99441,1
306981,57646,57906,1
306982,64096,98812,1
306983,79633,99410,1
306984,58688,62923,1
306985,57337,88567,1
306986,80117,80112,1
306987,61162,98083,1
306988,77066,99044,1
306989,60277,97884,1
306990,58407,97484,1
306991,57717,58104,1
306992,77693,99195,1
306993,85606,85369,1
306994,62277,98388,1
306995,59595,57934,1
306996,57660,97345,1
306997,59763,97760,1
306998,57799,97381,1
306999,64165,85309,1
307000,60353,97897,1
307001,63333,98653,1
307002,61651,98236,1
307003,80616,97590,1
307004,77263,99573,1
307005,77263,83279,1
307006,58453,58484,1
307007,63074,98607,1
307008,57372,97310,1
307009,78793,99350,1
307010,57325,57543,1
307011,83112,99571,1
307012,60151,90039,1
307013,60199,97305,1
307014,62878,97056,1
307015,63725,98729,1
307016,77970,91840,1
307017,64181,96577,1
307018,62762,65210,1
307019,61467,86430,1
307020,58761,58578,1
307021,79493,99406,1
307022,80526,98798,1
307023,59315,59398,1
307024,79141,77743,1
307025,61835,98284,1
307026,85527,61304,1
307027,84854,84230,1
307028,61303,61080,1
307029,58772,58501,1
307030,57934,92190,1
307031,62654,64465,1
307032,60452,97909,1
307033,77748,99206,1
307034,62618,69475,1
307035,84221,83239,1
307036,63572,98704,1
307037,61252,98126,1
307038,79643,79635,1
307039,85283,85174,1
307040,63320,63257,1
307041,61027,98043,1
307042,62168,98363,1
307043,59719,59020,1
307044,60322,83848,1
307045,57866,97161,1
307046,60214,64463,1
307047,58454,96153,1
307048,83378,83050,1
307049,61316,98141,1
307050,78958,99366,1
307051,58900,57784,1
307052,59164,70099,1
307053,80393,99448,1
307054,80488,97473,1
307055,63382,98663,1
307056,59918,97801,1
307057,78644,99332,1
307058,64335,98881,1
307059,64190,58597,1
307060,61375,98057,1
307061,77589,88709,1
307062,58439,58484,1
307063,85185,85323,1
307064,58010,57577,1
307065,58474,58501,1
307066,62132,61754,1
307067,60983,96977,1
307068,62384,98436,1
307069,60516,58338,1
307070,61576,98219,1
307071,60990,98046,1
307072,58842,97529,1
307073,62238,98378,1
307074,59585,97701,1
307075,80619,99498,1
307076,80173,64498,1
307077,62521,98496,1
307078,60984,61531,1
307079,60825,98006,1
307080,58685,58501,1
307081,59875,97789,1
307082,62956,98587,1
307083,62647,98530,1
307084,61689,89423,1
307085,61689,98338,1
307086,61689,88472,1
307087,61689,98222,1
307088,76747,98976,1
307089,62851,64670,1
307090,60752,97988,1
307091,56569,97153,1
307092,57408,64463,1
307093,63079,98608,1
307094,79637,79635,1
307095,84715,83595,1
307096,63208,63257,1
307097,77422,99100,1
307098,62951,58597,1
307099,60499,97919,1
307100,63752,63271,1
307101,60616,97954,1
307102,63502,63255,1
307103,62751,57236,1
307104,58829,58501,1
307105,63950,63080,1
307106,60793,58597,1
307107,62434,96192,1
307108,60770,97994,1
307109,58549,58578,1
307110,62974,60729,1
307111,76371,98915,1
307112,83992,75812,1
307113,85272,85174,1
307114,61400,98054,1
307115,79500,79496,1
307116,80481,65758,1
307117,60160,96153,1
307118,59828,97774,1
307119,61063,98067,1
307120,60330,56667,1
307121,60193,88893,1
307122,62216,98372,1
307123,61137,98091,1
307124,84475,83730,1
307125,64276,98863,1
307126,63004,97517,1
307127,62964,97056,1
307128,61819,98280,1
307129,63679,62159,1
307130,63896,58338,1
307131,63100,63007,1
307132,60170,79100,1
307133,58813,97474,1
307134,59460,97675,1
307135,60881,98014,1
307136,57407,88287,1
307137,79652,79646,1
307138,60186,76430,1
307139,57400,79100,1
307140,63904,98765,1
307141,80528,99479,1
307142,60822,58338,1
307143,61624,98228,1
307144,57042,97258,1
307145,79943,79939,1
307146,58036,69197,1
307147,60167,90039,1
307148,82969,82986,1
307149,62799,60832,1
307150,60601,97927,1
307151,83311,83206,1
307152,59870,97786,1
307153,60723,62923,1
307154,62879,97056,1
307155,59791,59020,1
307156,57548,97327,1
307157,60073,97849,1
307158,57970,88104,1
307159,62886,97056,1
307160,80477,99469,1
307161,63046,98602,1
307162,86017,85822,1
307163,60874,98017,1
307164,62665,97638,1
307165,62968,98586,1
307166,59276,97636,1
307167,59656,56586,1
307168,64198,98838,1
307169,62811,62810,1
307170,60734,97917,1
307171,77545,89442,1
307172,80334,88567,1
307173,76716,98970,1
307174,84842,84663,1
307175,80656,99503,1
307176,77121,99052,1
307177,63480,63755,1
307178,58533,60832,1
307179,81400,83220,1
307180,77426,99101,1
307181,58249,97468,1
307182,58447,97056,1
307183,80598,64463,1
307184,61283,58604,1
307185,58470,58484,1
307186,80432,99459,1
307187,56944,97214,1
307188,60064,97846,1
307189,58683,97508,1
307190,62496,98487,1
307191,60586,97948,1
307192,58935,64465,1
307193,59475,97678,1
307194,60233,57692,1
307195,76603,98946,1
307196,76608,98950,1
307197,60943,98040,1
307198,60906,98030,1
307199,80437,99460,1
307200,76893,99012,1
307201,79498,79453,1
307202,58003,97419,1
307203,57767,97374,1
307204,58165,97337,1
307205,84742,99648,1
307206,63118,90509,1
307207,60077,97293,1
307208,77477,99130,1
307209,80878,67181,1
307210,63918,96344,1
307211,61012,98050,1
307212,62552,98510,1
307213,59044,97573,1
307214,77724,99202,1
307215,80389,96153,1
307216,85916,85208,1
307217,64135,98823,1
307218,59806,88567,1
307219,79719,79635,1
307220,77074,92547,1
307221,63996,98785,1
307222,63673,98126,1
307223,80583,89105,1
307224,58945,64465,1
307225,61892,98300,1
307226,62470,98474,1
307227,59722,80231,1
307228,58243,97466,1
307229,64040,58484,1
307230,85294,99667,1
307231,58716,58317,1
307232,62089,61678,1
307233,60162,88567,1
307234,61699,62059,1
307235,63322,98652,1
307236,85622,85542,1
307237,60932,98038,1
307238,61179,98102,1
307239,79941,79939,1
307240,61894,61796,1
307241,60688,58597,1
307242,59691,97734,1
307243,58346,97480,1
307244,64219,98847,1
307245,59216,96574,1
307246,78885,99360,1
307247,61548,98169,1
307248,60042,64546,1
307249,58883,97538,1
307250,86307,86177,1
307251,61248,98124,1
307252,58902,90100,1
307253,61702,98249,1
307254,61702,98334,1
307255,85948,85471,1
307256,80472,99466,1
307257,80433,89743,1
307258,59038,97558,1
307259,80508,99473,1
307260,72284,99055,1
307261,63943,98769,1
307262,83824,83585,1
307263,60569,97941,1
307264,62159,63388,1
307265,84211,99629,1
307266,57199,97288,1
307267,57689,70239,1
307268,57689,61379,1
307269,62389,96338,1
307270,63122,98618,1
307271,57084,97267,1
307272,85580,85181,1
307273,85580,85253,1
307274,85580,99680,1
307275,61116,98083,1
307276,62834,58596,1
307277,57885,97400,1
307278,62100,76163,1
307279,62167,98362,1
307280,63824,96185,1
307281,57703,97336,1
307282,86480,85857,1
307283,86043,85329,1
307284,61045,98062,1
307285,56650,88567,1
307286,56692,97173,1
307287,57947,97412,1
307288,63851,98758,1
307289,57338,88246,1
307290,63092,98612,1
307291,62406,98446,1
307292,85675,85369,1
307293,61383,98161,1
307294,86014,99695,1
307295,60123,97861,1
307296,63783,98744,1
307297,62486,98481,1
307298,64287,63853,1
307299,77923,99245,1
307300,60316,67159,1
307301,84234,83915,1
307302,77501,61807,1
307303,76477,98931,1
307304,59794,57797,1
307305,80739,97590,1
307306,63139,63040,1
307307,58675,58758,1
307308,62892,65124,1
307309,61006,60997,1
307310,79741,79740,1
307311,62856,58317,1
307312,56968,64463,1
307313,63921,98778,1
307314,77647,61668,1
307315,58660,97056,1
307316,61865,61780,1
307317,79899,79517,1
307318,80644,99500,1
307319,60223,83348,1
307320,56610,88567,1
307321,58957,77055,1
307322,61572,98218,1
307323,58076,97435,1
307324,61244,98122,1
307325,79794,79740,1
307326,62488,98482,1
307327,76912,68712,1
307328,58402,58317,1
307329,56742,61678,1
307330,80307,97610,1
307331,84652,99648,1
307332,61513,60388,1
307333,61513,99705,1
307334,61513,85895,1
307335,58431,97488,1
307336,85960,85293,1
307337,64403,98900,1
307338,63057,98604,1
307339,78811,99352,1
307340,59277,97637,1
307341,79391,79386,1
307342,85542,96943,1
307343,62518,98494,1
307344,59896,97773,1
307345,78459,99314,1
307346,60325,97891,1
307347,58706,58578,1
307348,60208,90039,1
307349,77862,99225,1
307350,86044,99697,1
307351,84239,99631,1
307352,60176,96153,1
307353,84404,83724,1
307354,59683,97733,1
307355,62435,96338,1
307356,86006,85718,1
307357,79484,79415,1
307358,80171,69475,1
307359,62917,98581,1
307360,76891,99011,1
307361,86189,85291,1
307362,85193,85147,1
307363,85193,85146,1
307364,60913,98032,1
307365,63695,98126,1
307366,58846,63853,1
307367,83788,76572,1
307368,59762,89442,1
307369,62748,98558,1
307370,79605,79567,1
307371,65174,82941,1
307372,78832,99355,1
307373,59509,97639,1
307374,64432,97476,1
307375,63670,98722,1
307376,63599,63176,1
307377,64132,98822,1
307378,58375,90039,1
307379,58235,57654,1
307380,60173,90039,1
307381,83539,99594,1
307382,86238,85887,1
307383,63876,96153,1
307384,63763,98737,1
307385,80485,98798,1
307386,59930,97805,1
307387,63664,63285,1
307388,56994,97244,1
307389,62454,98469,1
307390,64274,98861,1
307391,61093,98072,1
307392,80757,99517,1
307393,57332,88567,1
307394,62131,61678,1
307395,62020,61606,1
307396,58639,65677,1
307397,58767,97518,1
307398,61770,61678,1
307399,62784,58597,1
307400,58023,97161,1
307401,56755,97183,1
307402,58489,97316,1
307403,60697,60552,1
307404,58301,58317,1
307405,63289,98644,1
307406,84481,82845,1
307407,62400,98438,1
307408,60902,98028,1
307409,63856,98758,1
307410,63964,76553,1
307411,86336,85776,1
307412,57368,70778,1
307413,63669,98126,1
307414,62843,58338,1
307415,57949,56578,1
307416,80077,99429,1
307417,84676,82952,1
307418,80376,99444,1
307419,85530,99678,1
307420,59165,70099,1
307421,62145,61678,1
307422,57220,97294,1
307423,61416,61058,1
307424,58757,97516,1
307425,60532,97908,1
307426,63598,98712,1
307427,84269,79551,1
307428,60488,97916,1
307429,85290,85214,1
307430,85146,85147,1
307431,60063,97845,1
307432,62868,60470,1
307433,77375,99089,1
307434,62285,98395,1
307435,56782,97190,1
307436,58663,58501,1
307437,63981,97056,1
307438,59962,97773,1
307439,63259,63207,1
307440,60583,97946,1
307441,76935,99022,1
307442,64295,98870,1
307443,60504,97922,1
307444,59999,57784,1
307445,80308,99437,1
307446,64222,89743,1
307447,80342,99439,1
307448,63880,98767,1
307449,77407,98977,1
307450,62321,98408,1
307451,78335,99301,1
307452,77514,59398,1
307453,58832,58597,1
307454,77621,99184,1
307455,59852,97780,1
307456,62816,60832,1
307457,80736,88841,1
307458,57198,97287,1
307459,63838,65363,1
307460,77147,59124,1
307461,80498,99475,1
307462,64225,98849,1
307463,62977,98592,1
307464,84507,82943,1
307465,62274,98387,1
307466,57553,90039,1
307467,85923,85398,1
307468,59704,76430,1
307469,63721,88884,1
307470,80589,99491,1
307471,77034,99035,1
307472,83090,99569,1
307473,64127,96278,1
307474,59808,97770,1
307475,77996,99263,1
307476,60441,58501,1
307477,60217,90039,1
307478,80802,99524,1
307479,58684,97509,1
307480,60587,97949,1
307481,63641,98708,1
307482,60061,97843,1
307483,60262,88567,1
307484,59364,97543,1
307485,58420,97487,1
307486,56851,97204,1
307487,63037,90682,1
307488,58967,97555,1
307489,59758,65260,1
307490,61399,98170,1
307491,56819,92190,1
307492,58792,58780,1
307493,56594,56586,1
307494,63221,62159,1
307495,59741,64463,1
307496,64197,88206,1
307497,58681,58501,1
307498,61397,98070,1
307499,77614,99177,1
307500,58522,97497,1
307501,83346,83237,1
307502,62011,98323,1
307503,80774,78649,1
307504,80774,90039,1
307505,60628,97958,1
307506,60550,97935,1
307507,59940,97773,1
307508,59940,97297,1
307509,61130,98089,1
307510,62414,59398,1
307511,61569,98217,1
307512,64070,57775,1
307513,61385,98163,1
307514,77532,80241,1
307515,76531,98935,1
307516,56644,97164,1
307517,85478,85535,1
307518,63268,63257,1
307519,80513,71473,1
307520,79343,79348,1
307521,63232,87984,1
307522,58613,58501,1
307523,57015,57263,1
307524,57289,88567,1
307525,60658,60470,1
307526,78968,99368,1
307527,62938,63080,1
307528,79106,70365,1
307529,57244,97298,1
307530,58727,69192,1
307531,80431,96153,1
307532,58161,56578,1
307533,59985,97820,1
307534,80391,99447,1
307535,59412,97664,1
307536,64157,96278,1
307537,58652,97506,1
307538,59652,97724,1
307539,58366,97481,1
307540,84517,83532,1
307541,56888,97217,1
307542,57551,90039,1
307543,59013,92947,1
307544,80754,98798,1
307545,86396,85174,1
307546,77888,99232,1
307547,62374,59398,1
307548,80449,99448,1
307549,63535,98655,1
307550,63403,63188,1
307551,83953,83717,1
307552,79840,99417,1
307553,59749,97757,1
307554,63367,98660,1
307555,79559,99406,1
307556,60216,97641,1
307557,59590,83848,1
307558,59149,97600,1
307559,61312,61264,1
307560,61091,98054,1
307561,62491,98484,1
307562,62779,64095,1
307563,63014,98598,1
307564,60784,97998,1
307565,62632,98525,1
307566,61600,62059,1
307567,79893,79861,1
307568,60378,88246,1
307569,60378,78649,1
307570,59938,97809,1
307571,56733,88246,1
307572,58390,97474,1
307573,63354,98657,1
307574,64065,96505,1
307575,60973,98043,1
307576,58759,97481,1
307577,62394,95126,1
307578,60313,90039,1
307579,60582,97945,1
307580,57339,88567,1
307581,62458,88246,1
307582,59327,88246,1
307583,56796,56578,1
307584,62060,98335,1
307585,57921,97408,1
307586,62994,98595,1
307587,77140,99056,1
307588,58236,56965,1
307589,58747,96943,1
307590,60725,97982,1
307591,59882,89743,1
307592,79516,79635,1
307593,60270,97879,1
307594,56722,97177,1
307595,56722,97413,1
307596,56722,97456,1
307597,56722,97674,1
307598,62063,61678,1
307599,84869,83351,1
307600,60284,62770,1
307601,60483,62923,1
307602,58116,97440,1
307603,80886,99539,1
307604,62969,98590,1
307605,61857,98292,1
307606,58790,97520,1
307607,64393,98896,1
307608,64166,69173,1
307609,57358,80241,1
307610,80887,63007,1
307611,57328,90039,1
307612,63616,63505,1
307613,60637,97927,1
307614,57769,97375,1
307615,84840,83867,1
307616,57181,97284,1
307617,85028,83454,1
307618,83407,83292,1
307619,84777,84650,1
307620,61583,96486,1
307621,79574,70567,1
307622,80867,96501,1
307623,57569,97159,1
307624,60923,98036,1
307625,61943,98310,1
307626,61943,61966,1
307627,63352,63271,1
307628,77447,99115,1
307629,60107,62755,1
307630,85890,85901,1
307631,80446,99441,1
307632,60444,97907,1
307633,79968,79965,1
307634,62029,98327,1
307635,84609,99613,1
307636,56672,97647,1
307637,63790,98744,1
307638,77630,62059,1
307639,60956,97553,1
307640,59903,88567,1
307641,61672,98237,1
307642,60506,97478,1
307643,58662,58782,1
307644,63866,98762,1
307645,62958,98588,1
307646,62989,89915,1
307647,60433,58501,1
307648,60467,97911,1
307649,64194,98837,1
307650,61622,76163,1
307651,79911,79900,1
307652,63173,63434,1
307653,59333,97650,1
307654,63747,98734,1
307655,77026,99033,1
307656,60735,97985,1
307657,58269,58298,1
307658,58269,58317,1
307659,58269,88505,1
307660,60675,58578,1
307661,62980,98593,1
307662,57391,97314,1
307663,59450,97670,1
307664,84088,84640,1
307665,59827,97773,1
307666,56680,97169,1
307667,56680,96773,1
307668,56680,56965,2
307669,56680,97196,1
307670,62746,98557,1
307671,80500,99476,1
307672,59136,97596,1
307673,63024,97975,1
307674,59343,97651,1
307675,61071,95162,1
307676,60507,97918,1
307677,78232,99287,1
307678,83400,82944,1
307679,80333,58578,1
307680,61376,61506,1
307681,60829,60720,1
307682,64050,97487,1
307683,64336,65174,1
307684,57050,97260,1
307685,58856,97532,1
307686,64400,98899,1
307687,58352,89599,1
307688,80701,99510,1
307689,80493,97960,1
307690,61772,98268,1
307691,57652,97351,1
307692,56954,97232,1
307693,61255,98065,1
307694,62683,98540,1
307695,80489,90039,1
307696,62907,58602,1
307697,63219,63257,1
307698,63219,63758,1
307699,63314,98651,1
307700,79754,79747,1
307701,58326,58501,1
307702,58682,58578,1
307703,63085,58317,1
307704,84817,84363,1
307705,59260,97633,1
307706,76933,99021,1
307707,64297,98871,1
307708,62036,98329,1
307709,64006,71473,1
307710,60434,58501,1
307711,57347,90039,1
307712,62902,98577,1
307713,62937,58597,1
307714,57283,88567,1
307715,80340,89743,1
307716,60474,60648,1
307717,59628,97715,1
307718,62954,90465,1
307719,86304,67357,1
307720,80377,99445,1
307721,63389,63271,1
307722,83842,99610,1
307723,59126,57692,1
307724,62525,98500,1
307725,63686,98126,1
307726,79561,99406,1
307727,59290,97639,1
307728,59640,96153,1
307729,79839,99413,1
307730,59832,97775,1
307731,60136,97865,1
307732,59756,97758,1
307733,82975,99565,1
307734,62149,98357,1
307735,80476,99466,1
307736,56669,97166,1
307737,61439,98183,1
307738,63136,98621,1
307739,61824,62009,1
307740,61396,98168,1
307741,57304,88246,1
307742,64388,98894,1
307743,61124,98086,1
307744,80474,99468,1
307745,57629,97346,1
307746,78159,59483,1
307747,57657,56586,1
307748,59853,97773,1
307749,83423,83150,1
307750,77281,99076,1
307751,57601,70778,1
307752,58692,97511,1
307753,57595,97337,1
307754,60241,65040,1
307755,58069,97433,1
307756,64025,98790,1
307757,60084,97853,1
307758,79797,99415,1
307759,83371,83290,1
307760,79541,64516,1
307761,62395,98440,1
307762,57440,88246,1
307763,61234,98117,1
307764,57907,97405,1
307765,58466,97493,1
307766,61290,61034,1
307767,58573,58572,1
307768,60978,64165,1
307769,79973,99423,1
307770,80885,98823,1
307771,80511,99468,1
307772,84052,99601,1
307773,57295,88567,1
307774,57349,73784,1
307775,76706,98968,1
307776,61566,61034,1
307777,59959,97816,1
307778,63263,98640,1
307779,59848,97778,1
307780,58543,58269,1
307781,61492,61264,1
307782,62127,61606,1
307783,64322,66524,1
307784,85335,85160,1
307785,60460,63080,1
307786,61115,98082,1
307787,61850,98225,1
307788,78338,99302,1
307789,60341,90039,1
307790,60357,97897,1
307791,59185,97612,1
307792,59557,97697,1
307793,79690,79592,1
307794,80657,99488,1
307795,79554,64516,1
307796,62506,76914,1
307797,62506,64463,1
307798,59105,97543,1
307799,58047,97427,1
307800,83332,99582,1
307801,60343,97895,1
307802,59147,97598,1
307803,60141,64465,1
307804,77586,99171,1
307805,63774,98740,1
307806,80351,88841,1
307807,57542,90039,1
307808,62796,98564,1
307809,59702,97739,1
307810,63913,71473,1
307811,59022,82941,1
307812,59458,97673,1
307813,60603,60538,1
307814,59180,97610,1
307815,57747,97367,1
307816,85156,85133,1
307817,85156,99664,1
307818,59010,77362,1
307819,62517,95694,1
307820,61190,85825,1
307821,79649,79635,1
307822,59084,97583,1
307823,85980,85853,1
307824,61131,86176,1
307825,63343,63249,1
307826,84551,83773,1
307827,62760,58501,1
307828,57610,97339,1
307829,76848,99001,1
307830,63168,98294,1
307831,85747,99686,1
307832,63463,98683,1
307833,57290,90039,1
307834,63779,98743,1
307835,60036,59124,1
307836,59501,62755,1
307837,85490,99675,1
307838,58640,58501,1
307839,58640,60823,1
307840,60773,97996,1
307841,59536,70239,1
307842,60615,97943,1
307843,58294,58501,1
307844,57297,89743,1
307845,59803,97765,1
307846,59018,97565,1
307847,85213,85193,1
307848,63441,98679,1
307849,61613,98223,1
307850,62918,58597,1
307851,79460,79459,1
307852,63826,98753,1
307853,61705,61796,1
307854,77968,99256,1
307855,61617,61678,1
307856,77703,99197,1
307857,63597,62059,1
307858,58298,58317,1
307859,62221,61606,1
307860,57619,97342,1
307861,83100,99570,1
307862,61889,98315,1
307863,58299,64976,1
307864,64201,98840,1
307865,59057,97571,1
307866,58910,95135,1
307867,61828,98282,1
307868,61717,98250,1
307869,85910,99692,1
307870,60511,97923,1
307871,59774,96153,1
307872,60529,97929,1
307873,58629,97503,1
307874,59941,97810,1
307875,60032,97830,1
307876,60019,97826,1
307877,80637,94773,1
307878,59299,97642,1
307879,64341,97513,1
307880,60373,97901,1
307881,60788,97499,1
307882,60974,98044,1
307883,60974,86201,1
307884,83442,82902,1
307885,61888,61796,1
307886,63594,98710,1
307887,77481,99131,1
307888,56882,97216,1
307889,58858,97533,1
307890,58437,90011,1
307891,57953,97405,1
307892,80213,80211,1
307893,64397,98898,1
307894,76707,98969,1
307895,58343,58317,1
