tweet_id,text,created_at,category_name
7440,"RT @WorldVisionPH: Affected families reached 170,000 mark. Children are most vulnerable. Help online http://t.co/67nWyPFsu1 #reliefPH http:?",2013-08-21T00:00Z,Volunteer
7450,RT @JUDENITESgotit: Please donate any supplies to those people who was affected by the flood #MaringPH #sjcsFAMILY http://t.co/5LNJjclzhj,2013-08-21T00:00Z,Donations
7451,RT @GlobeBridgeCom: How to donate to DSWD relief operations via Globe GCASH @dinkysunflower @dswdserves #MaringPH http://t.co/6yfKK5Foee,2013-08-21T00:00Z,Donations
7459,"UA&amp;P Relief Ops need: rice, coffee/milk, noodles, biscuits, towels/blankets &amp; toiletries/medicines! http://t.co/yNdGBuhZIR #unitas #reliefph",2013-08-21T00:00Z,GoodsServices
7460,RT @LPUCavite: An appeal for help: https://t.co/UfBfa1k7wc Thank you #Lyceans #reliefPH,2013-08-21T00:00Z,SearchAndRescue
7465,RT @uap_usg: Volunteers now highly encouraged to come and help in repacking goods #unitas #reliefPH http://t.co/GfaUY3kqPL,2013-08-21T00:00Z,GoodsServices
7471,RT @TOSP_AC: #ReliefPH: UA&amp;P is having a relief drive and needs more food donations especially rice and canned goods via @jayarmira.,2013-08-21T00:00Z,GoodsServices
7472,#reliefPH VOLUNTEERS! NROC &amp; @dswdserves need you! Pls call 851-2681/511-1259 #reliefPH #rescuePH. Here is the map http://t.co/ulMhtjsIeg,2013-08-21T00:00Z,Volunteer
7475,"RT @delabra28: ""@Team_ABRA: RT - Donate to RED CROSS via SMS, text RED &lt;space&gt; AMOUNT send it to 2899 (Globe) &amp; 4143 (Smart) #reliefPH"" mag?",2013-08-21T00:00Z,Donations
7476,RT: Mountaineers For #ReliefPH http://t.co/kz4NOqkDSn,2013-08-21T00:00Z,GoodsServices
7479,"From PINO ""Relief Ops in Pino Resto Bar Malingap QC needing Paper Napkins to wrap Sandwiches. Until 5pm only, see you.? #reliefPH",2013-08-21T00:00Z,GoodsServices
7483,RT @bernardokath: ?@EnderunColleges: We are still accepting donations until 4pm today for our kitchen operations.  #reliefPH #MaringPH http?,2013-08-21T00:00Z,GoodsServices
7488,"RT @meralco: Relief on the way folks. Accepting donations here at the #TulongKapatid Center, Meralco until Friday. #reliefph http://t.co/NI?",2013-08-21T00:00Z,Donations
7489,RT @ayalafoundation: #ReliefPH. Donate today. Let's help those affected by #MaringPH! http://t.co/GQO1Mvx2Eh #AsOneWeCan http://t.co/mWjzkh?,2013-08-21T00:00Z,Donations
7490,"RT @SMARTCares: Help victims of #MaringPH, donate to the Red Cross. For SMART, please text RED &lt;10,25,50, or 100&gt; to 4143. http://t.co/y2i4?",2013-08-21T00:00Z,Donations
7491,"Blankets, non-perishable food, medicines, usable clothing are accepted in our Mail&amp;More outlets nationwide #air21 #reliefPH #kabayanihan",2013-08-21T00:00Z,GoodsServices
7492,RT @uposr: RT @UPMUSC: #ReliefPH Relief Operations in UP Manila through USC and CSCs #ADRES http://t.co/SOqmMiDY2F,2013-08-21T00:00Z,GoodsServices
7494,RT @juanxi: Help #MaringPH victims by donating Binalot meals http://t.co/K1lyBcNxoO via @socialinfinity #reliefPH,2013-08-21T00:00Z,GoodsServices
7497,"RT @tonyocruz: In Makati, you may bring your #ReliefPh donations at:

@CommunePH Cafe
Valero cor Dela Costa
Across Trafalgar Plaza",2013-08-21T00:00Z,Donations
7498,RT @FarEasternU: FEU Manila will accept donations for victims of Maring/Habagat. Please click the image to know the details. #MaringPH http?,2013-08-21T00:00Z,Donations
7499,"@McDo_PH: If you weren't able to reach out today, you may still drop by any MM store tomorrow to give donations in kind :) #reliefPH",2013-08-21T00:00Z,Donations
7502,"RT @GetBlued: | DREAM Team #reliefPH ops in LS Cov Courts accepting goods till Friday! But if you can bring early, please do... http://t.co?",2013-08-21T00:00Z,Volunteer
7504,@BeautifulSarahG  Here's how you can send hot @Binalot meals to those affected by #MaringPH. Help #ReliefPH now! http://t.co/GuJ66k1BoT,2013-08-21T00:00Z,GoodsServices
7508,RT @ReliefPHcom: SM malls collect relief goods #maringPH #reliefPH http://t.co/uNnD1fxPMp,2013-08-21T00:00Z,Donations
7509,"@Factsionary About 1,000 homeless people live in flood tunnels below Las Vegas---- also here in the Manila, sent us some help :(",2013-08-21T00:00Z,GoodsServices
7514,RT @DepEd_PH: VOLUNTEERS needed! pls call NROC 8512681 / 5111259 to schedule! #ReliefPH http://t.co/t7gqDZfx3V via @dinkysunflower,2013-08-22T00:00Z,Volunteer
7515,"RT @DLSCSBSC: Donations are very much welcome here at DLS-CSB. Spread the word, Benildeans! :) #reliefPH",2013-08-22T00:00Z,Donations
7516,RT @dulaangroc: We are running low on donations in UA&amp;P! Please help us spread the word that we need more! #unitas #reliefPH,2013-08-22T00:00Z,Donations
7517,RT @pcdspo: Volunteers needed! #ReliefPH ops at the @dswdserves NROC. Call 851-2681/511-1259 for details. http://t.co/Sfk4ltPmeF,2013-08-22T00:00Z,Volunteer
7519,RT @BoluntirPinoy: @kaisaUP Please RETWEET #reliefPH VOLUNTEERS!! @dswdserves need you! Call 851-2681/511-1259. Here's the map http://t.co/?,2013-08-22T00:00Z,Volunteer
7522,#MaringPH survivors need your urgent help https://t.co/iBa9gwJVs4,2013-08-22T00:00Z,Donations
7522,#MaringPH survivors need your urgent help https://t.co/iBa9gwJVs4,2013-08-22T00:00Z,Volunteer
7525,RT @UAPMMC: We're still asking for more canned goods! #unitas #reliefph,2013-08-22T00:00Z,GoodsServices
7526,"RT @uap_usg: We are still in need of donations, particularly canned goods. Thank you! #unitas #reliefph",2013-08-22T00:00Z,GoodsServices
7537,"RT @WorldVisionPH: WV is accepting donations to provide water, food,&amp; health services affected by #MaringPH http://t.co/67nWyPFsu1 http://t?",2013-08-22T00:00Z,GoodsServices
7538,RT @ayalafoundation: #ReliefPH: Our donation channels are open. Donate today. Visit: http://t.co/EM9IkLRovG | http://t.co/JGhIOLZUAc,2013-08-23T00:00Z,Donations
7539,"We need a lot more dried goods for donation packs! We can do this, Dragons! #unitas #reliefph",2013-08-23T00:00Z,GoodsServices
7540,"RT @VictoryOrtigas: 2/2 If you would still like to help those in need, we will receive donations until Sunday (August 25, 2013). #reliefPH ?",2013-08-23T00:00Z,Donations
7542,"RT @UAPSEnS: Good day Dragons, we're still encouraging donations from those who can donate! Thank you! #unitas #reliefph",2013-08-23T00:00Z,Donations
7550,"ABS-CBN Sagip Kapamilya, Examiner st. open fr 8am-8pm even tom&amp;is still accepting donations for #MaringPH #reliefPH http://t.co/4JcS2C853H",2013-08-25T00:00Z,Donations
7561,"RT @MudArmyQLD: #MudArmy - Logan is FULL with Volunteers for this weekend but LOCKYER VALLEY needs you!  #BigCleanUp #BigWet
http://t.co ...",2013-02-01T00:00Z,Volunteer
7572,@bendorries the other 2 3rds are probably looking for dry ground #QLDFLOODS # donate #toughtimes,2013-02-02T00:00Z,Donations
7585,Donations to Queensland flood appeal fall short of expectations : http://t.co/GyfDbazQ,2013-02-04T00:00Z,Donations
7587,#qldpol #auspol @tennewsqld: Qld's Flood Appeal Committee Desperate Plea To Big Business For Donations: http://t.co/9Jx754v4,2013-02-05T00:00Z,Donations
7770,Lend someone a helping hand this #australiaday #bigwet weekend via Baked Relief @bakedrelief http://t.co/h775IFDF,2013-01-27T00:00Z,Donations
7802,RT @dawnstarau: Can someone please inform the QLD govt that 23Mb PDF files are entirely not awesome for disseminating flood zone informa ...,2013-01-27T00:00Z,InformationWanted
7828,Qld premier launches flood appeal http://t.co/clmCCLif (Daily Telegraph) #news #sydney,2013-01-27T00:00Z,Donations
7920,"RT @Mamamia: If you would like to donate to the Red Cross QLD Floods Appeal, to help families and communities, consider calling 1800 811 ...",2013-01-28T00:00Z,Donations
7927,"RT @RedCrossAU: Everyone affected by #qldfloods, let people know you?re safe: http://t.co/nkyNi0h6. Or search for family &amp; friends.  ...",2013-01-28T00:00Z,InformationWanted
7941,@RedCrossAU: We?ve launched an appeal for people affected by #qldfloods: http://t.co/G7CU8J8y. Please support &amp; RT.,2013-01-28T00:00Z,Donations
7944,RT @AnnastaciaMP: The Queensland Flood Appeal 2013 has been launched. Please donate by visiting http://t.co/335O63pM or contacting 1800  ...,2013-01-28T00:00Z,Donations
7947,RT @7NewsBrisbane: Want to volunteer? Register first: http://t.co/IHmOAEhp and then download the app: http://t.co/Qun55q0r #bigwet,2013-01-28T00:00Z,Volunteer
8038,RT @RedCrossAU: We?ve launched an appeal for people affected by #qldfloods: http://t.co/9yZ6dTnG. Please support &amp; RT. #bigwet,2013-01-28T00:00Z,Donations
8043,Share your #qldfloods story with Chris Welsh - call 1300 222 612 http://t.co/bdpj1IkJ #bigwet,2013-01-28T00:00Z,InformationWanted
8096,"@stuartsturat Hi Stuart, the Qld Government &amp; Red Cross have set up a flood appeal you can donate to: http://t.co/j88fsNsM",2013-01-29T00:00Z,Donations
8099,RT @andrew_sf: Interested in volunteering with the Queensland floods? Register with @VolunteeringQld here: http://t.co/TTiWe4F5,2013-01-29T00:00Z,Volunteer
8177,RT @ALeague: Brisbane Roar getting behind Red Cross Queensland Floods Appeal 2013. Read more: http://t.co/ZgofCdus #ALeague,2013-01-29T00:00Z,Donations
8236,"2 DAYS LEFT! Make sure your Y Natural Purchase Supports the Queensland Flood Appeal 2013...
Here at Y Natural... http://t.co/1CeBQ3Vs",2013-01-30T00:00Z,Donations
8246,RT @triplej: Want to help out the people of QLD doing it tough right now? Be a total legend and donate to the Floods Appeal here http:// ...,2013-01-30T00:00Z,Donations
8252,"RT @petsarefound: LOST Blue Burmese CAT, Glass House Mountains #QLD #qldfloods #bigwet http://t.co/yASD2TAt via @PetsAreFound Pls RT",2013-01-30T00:00Z,InformationWanted
8301,RT @abc7newsBayArea: Join ABC7 and the Red Cross in helping the victims of Typhoon Haiyan in the Philippines. Call 415-954-7621 to donate! ?,2013-11-19T00:00Z,Donations
8302,"Sketches for survivors. Thursday, 1030-1050, 1220-1300hrs MISJ. #haiyan #relief #donate #we... http://t.co/8GbYExUppy http://t.co/3WMUhzR7wI",2013-11-19T00:00Z,Donations
8306,RT @MKA_UK: AMYA volunteers are running two campaigns to help both the victims of #TyphoonHaiyan and those in #Syria. Let us know if you wa?,2013-11-19T00:00Z,Volunteer
8307,@tacomaupdates #WSECU accepting #TyphoonAid donations at credit union. Funds will go to @MSF_USA,2013-11-19T00:00Z,Donations
8309,RT @Real_Liam_Payne: Contribute to #Haiyan relief efforts. Donate to the @RedCross via iTunes at http://t.co/DMTOB8932K,2013-11-19T00:00Z,Donations
8322,"RT @paugasol: Kids in the #Philippines need help. Im pledging $1,000 per pt @ Friday's game. Will u pledge w me? http://t.co/Sz9oRu1tiq @UN?",2013-11-20T00:00Z,Donations
8326,RT @AvrilLavigne: Millions have been affected by Typhoon #Haiyan. Help survivors w/ @mercycorps &amp; I?ll match your donation this week: http:?,2013-11-20T00:00Z,Donations
8328,"RT @TwitchTVSupport: Twitch Store re-opened. 100% of ALL the profits go to Typhoon Haiyan aid. Purple, Red, Yellow, Blue t-shirts. GOGOGO! ?",2013-11-21T00:00Z,Donations
8332,I just donated to the @britishredcross #Typhoon Haiyan Appeal with #authorsforthephillipines Please donate at http://t.co/ERe5NWfdb2,2013-11-21T00:00Z,Donations
8343,Join us for Strength in Community a #Philippines typhoon relief telethon NOW http://t.co/1B3ZGE4rIk w/ @kidheroes @ajxy @nickisun,2013-11-25T00:00Z,Donations
8344,The victims of Typhoon Haiyan need your help. Help them with a donation at #ChurpForPH! http://t.co/j38pJU59rU http://t.co/lBRFvH462L,2013-11-25T00:00Z,Donations
8345,RT @sophiesumner8: Who's joining me today at the #allstarallout basketball game in #pasigcity to raise money for #YolandaPH victims,2013-11-25T00:00Z,Volunteer
8346,TOMS Shoes are positioned with Giving Partners responding to Typhoon Haiyan http://t.co/WIJS6lbSGa,2013-11-25T00:00Z,Donations
8348,Starting #GivingTuesday early. I ran 8.063 @CharityMiles 4 @WFP's #Haiyan relief &amp; @soles4souls. Thx2 @Lifeway_Kefir. #LifewayGives,2013-11-25T00:00Z,Donations
8349,"RT @USGandE: In the spirit of GIVING, we continue to help those in the #Philippines and are donating $10 on your behalf. JOIN US! http://t.?",2013-11-25T00:00Z,Donations
8356,Sorting task @philredcross earlier today #volunteernow #TyphoonHaiyan #YolandaPH http://t.co/tPzQEZQi27,2013-11-26T00:00Z,Volunteer
8359,RT @ladygaga: Born This Way (Country Road Version) is included on #SongsForThePhilippines to raise money for #Haiyan relief efforts http://?,2013-11-26T00:00Z,Donations
8362,.@ladygaga Born This Way(Country Road Version)is included on #SongsForThePhilippines 2raise money for #Haiyan Relief http://t.co/6kdnxrcmTV,2013-11-27T00:00Z,Donations
8363,"156,000 lactating women need help after #Haiyan. What are we doing? Ask Humanitarian Response Chief Ugochi Daniels. Use #every1counts!",2013-11-27T00:00Z,GoodsServices
8367,RT @BCGovNews: BC Liquor Stores accept donations for #Philippines typhoon relief: http://t.co/OLNLodEn2F @redcrosscanada,2013-11-27T00:00Z,Donations
8369,Help children recover from trauma #Philippines Give $30 for 1 child and share for many more! http://t.co/Hk1yaH2eaQ #DT @operationSAFE,2013-11-28T00:00Z,Donations
8370,Help children recover from trauma #Philippines Give $30 for 1 child and share for many more! http://t.co/CpFIVUwAcE #DT @operationSAFE,2013-11-28T00:00Z,Donations
8371,OpenMarket drives mobile donations for Disasters Emergency Committee Philippines Typhoon Appeal http://t.co/O7lZ1Z6Hnd,2013-11-28T00:00Z,Donations
8373,RT @katyperry: GUYS! Today is a day to give THANKS &amp; be GIVING. Contribute to #Haiyan relief efforts w/new remix of #Unconditionally http:/?,2013-11-29T00:00Z,Donations
8374,RT @AboitizFDN: Truly grateful to the volunteers that helped us out! #BangonVisayas #ReliefPH #YolandaPH http://t.co/oYJeioGHBy,2013-11-29T00:00Z,Volunteer
8376,Bloggers Unite Fundraising Giveaway Event | 8 winners with over $860 worth of prizes. Enter now! #ReliefPH http://t.co/0L5LSzqDBz,2013-11-30T00:00Z,Volunteer
8380,"RT @IslandRecords: Download ""Songs for the Philippines"" ft. @JustinBieber's ""I Would"" | Proceeds go to the #Haiyan relief efforts - http://?",2013-11-30T00:00Z,Donations
8459,Support UNICEF?s emergency relief efforts for kids in the #Philippines. How to help:http://t.co/IjXIijeMNF #Haiyan http://t.co/GWLZU2SGws &amp;,2013-11-08T00:00Z,Donations
8463,@WorldVisionPH responding as #Typhoon #YolandaPH  slams Philippines. Send your HELP online.  http://t.co/UzjrPrZoZ1 http://t.co/nEZ7Cc4WW3,2013-11-09T00:00Z,Donations
8479,"RT @dearscarjames: .@bernardokath in da haus, accepting calls from those who want to donate to SagipKapamilya. #yolandaph",2013-11-09T00:00Z,Donations
8513,"RT @iamsuperbianca: Dear kababayans abroad, you can help #YolandaPH victims through #SagipKapamilya peso and dollar accounts: http://t.co/L?",2013-11-10T00:00Z,Donations
8520,RT @chardsoriano: Those who want to donate for #YolandaPH victims: http://t.co/Lv3cIVToq2,2013-11-10T00:00Z,Donations
8537,"RT @28storms: Via @Ormoc City, Leyte: Help is needed across the Philippines right now #Haiyan #Yolanda http://t.co/xhT3Ywdt5n",2013-11-10T00:00Z,Donations
8546,RT @selenagomez: Support UNICEF?s emergency relief efforts for kids in the #Philippines. How to help:http://t.co/VfenyR2QUl #Haiyan http://?,2013-11-10T00:00Z,Donations
8553,"People in the U.S. wanting to help Guiuan... Introducing...  ""Philippine Samar Disaster Relief Fund"" :-) #YolandaPH http://t.co/18hm8SgkQb",2013-11-10T00:00Z,Donations
8556,I just donated to the @britishredcross #Typhoon Haiyan Appeal. Please donate at http://t.co/lYtRcdczGV,2013-11-10T00:00Z,Donations
8557,"RT @WFP: If you're in the US, you can donate $10 to our emergency operation in the Philippines by texting AID to 27722 #Haiyan http://t.co/?",2013-11-10T00:00Z,Donations
8564,"RT @krizzy_kalerQUI: ?In the #Philippines, our hands may be empty at times, but our hearts are full most of the time.?

http://t.co/fsOdyJQ?",2013-11-11T00:00Z,Donations
8570,"RT @cdrc1984: Our friends in the U.S., Agnes and Stefan, are raising funds for CDRC's Typhoon Yolanda response. Just click the... http://t.?",2013-11-11T00:00Z,Donations
8573,"RT @CAAP_Operations: CAAP Update 11:10am, 12 Nov:
For donations to specific areas affected by #YolandaPH, pls course donations thru NDRRMC ?",2013-11-11T00:00Z,Donations
8575,RT @chrisducker: So many have asked me how they can help the Philippines recover from #TyphoonHaiyan. Here's my small way: http://t.co/TmPo?,2013-11-11T00:00Z,Donations
8584,RT @markangos: UNICEFPH Help children of typhoon Yolanda at http://t.co/uiXEkQYTJJ or SM Bills Payment nationwide. For donation pickups cal?,2013-11-11T00:00Z,Donations
8590,RT @victoriabeckham: Our thoughts are with those in the Philippines. Please help support typhoon #Haiyan relief http://t.co/WT2zSXSe4P x vb,2013-11-11T00:00Z,Donations
8593,RT @rapplerdotcom: Overseas? Here are some ways to donate to Typhoon Haiyan victims in the Philippines: http://t.co/Nc21zxRxcJ #ReliefPH ht?,2013-11-11T00:00Z,Donations
8597,"RT @torontojj: This Matters! Help Victims of Typhoon Haiyan. Ottawa will match Donations. Canadian Red Cross, CARE, Save The Children, Oxfa?",2013-11-11T00:00Z,Donations
8599,RT @NormSchriever: Help me find these visitors to #Boracay Isle #Pilippines after #Typhoon #Haiyan - families are worried http://t.co/4yNLg?,2013-11-11T00:00Z,InformationWanted
8600,"RT @CodySimpson: please help #Haiyan victims in the Phillipines, text TYPHOON to donate $10 to Salvation Army, or go to Red Cross http://t.?",2013-11-11T00:00Z,Donations
8602,RT @Reuters: Here is how to help Typhoon #Haiyan survivors http://t.co/wmxIrcvlBs by @bethpinsker,2013-11-11T00:00Z,Donations
8603,RT @xtina: Let?s help families hit by typhoon #haiyan. My friends @WFP are on the ground. Help here http://t.co/ozsD1Qetvu. Thank you! XoXt?,2013-11-11T00:00Z,Donations
8605,Typhoon #Haiyan has caused massive damage in the #Philippines. Go here http://t.co/GOI49MSPoO to provide help! Please RT to spread the word,2013-11-11T00:00Z,Donations
8610,RT @GOOD: How to help those affected by the Philippines typhoon http://t.co/V9JpfyD0ZN - Thanks for the share @neonhoney,2013-11-11T00:00Z,Donations
8611,Donate to Typhoon Haiyan Victims in the Philippines http://t.co/Rh5hspA6zs,2013-11-11T00:00Z,Donations
8614,RT @oxfamgb: Watching @channel4news? Shocked by the devastation caused by typhoon #Haiyan? Text DONATE to 70066 to donate �5 to Oxfam's res?,2013-11-11T00:00Z,Donations
8621,@PTCI customers can help #Philippines #TyphoonHaiyan via text. Text AID to 80188 to give $10 to @mGiveFoundation.,2013-11-11T00:00Z,Donations
8622,"RT @MiaFarrow: , @UNICEF is on the ground in the #Philippines delivering water, shelter &amp; meds to worst hit areas. If possible please help ?",2013-11-11T00:00Z,Volunteer
8624,RT @JaredLeto: Help @globalDIRT assist those in need in Tacloban City if you can - http://t.co/JpA5Lrmxsu #Philippines,2013-11-12T00:00Z,Volunteer
8629,RT @eddieizzard: You can help children affected by Typhoon #Haiyan by texting UNICEF to 70123 to give �3,2013-11-12T00:00Z,Donations
8632,"Please consider donating to the Canadian Red Cross' efforts to support people affected by Typhoon Haiyan.
 http://t.co/cD9wrE6l1i",2013-11-12T00:00Z,Donations
8634,"GLOBE SUBS: Donate to Red Cross now. Text RED &lt;amt&gt; to 2899. Denoms. in 5, 25, 50, 100, 300, 500 and 1000. #YolandaPH #ReliefPH",2013-11-12T00:00Z,Donations
8636,Lacierda: More volunteers needed for repacking | @IanEsguerra #ReliefPH #YolandaPH,2013-11-12T00:00Z,Volunteer
8637,RT @ayapizza: Help out and donate to the Filipino families affected by supertyphoon #YolandaPH. http://t.co/IdwLV8eOeG http://t.co/tPtJ7jEE?,2013-11-12T00:00Z,Donations
8639,RT @jackdel0: Animal Rescue - Pet Shop - Animal Victims of Typhoon Haiyan Need Help Now https://t.co/AXbVqECCMg,2013-11-12T00:00Z,Volunteer
8643,RT @Oxfam: You can support our #Haiyan humanitarian response here http://t.co/eY1LmxD4Jr #YolandaPH,2013-11-12T00:00Z,Donations
8644,RT @juventusfcen: Help Filipino children affected by the Haiyan typhoon by donating to @UNICEF here http://t.co/PmHuA2iX4c. Please RT,2013-11-12T00:00Z,Donations
8646,RT @rosminicollege: The Philippines Typhoon Disaster: click http://t.co/FU4pzD5jGH to see how you can help.,2013-11-12T00:00Z,Donations
8646,RT @rosminicollege: The Philippines Typhoon Disaster: click http://t.co/FU4pzD5jGH to see how you can help.,2013-11-12T00:00Z,Volunteer
8647,:) #AngelChevySagipKapamilyaAuction | @143redangel | PLEASE RETWEET | This is for the victims of Typhoon Yolanda | Thanks :) - thirty three,2013-11-12T00:00Z,Donations
8648,"RT @TimCostello: If you are in a financial position to do so, please give generously to @WorldVisionAus' #Typhoon #Haiyan Appeal at http://?",2013-11-12T00:00Z,Donations
8653,RT @Harry_Styles: Millions in the Philippines need clean water &amp; shelter now. @oxfamgb is there: donate to their #Haiyan appeal! http://t.c?,2013-11-12T00:00Z,Donations
8660,The @SailorsSociety is fundraising to help those affected by Typhoon #Haiyan. Donate at http://t.co/CmmeqHThAs or text 'SAILO1 �10' to 70070,2013-11-12T00:00Z,Donations
8661,Click here to learn how you can donate to the Typhoon Haiyan appeal. http://t.co/AQpRTFrudP #TyphoonHaiyan,2013-11-12T00:00Z,Donations
8664,RT @RBanick: Incredible @hotosm work mapping #Tacloban in #Haiyan. Take a task and help the @RedCross at http://t.co/WdSB84MG1n http://t.co?,2013-11-12T00:00Z,Volunteer
8670,U.N. Appeals for $301 Million for Typhoon Response in the Philippines: The appeal for emergency assistance came a day after the top U...,2013-11-12T00:00Z,Donations
8672,RT @ANCALERTS: UN: Philippines needs $301M typhoon aid http://t.co/cOiq1cxoTB #YolandaPH,2013-11-12T00:00Z,Donations
8673,There is no ?ground zero? - help everyone! http://t.co/WRtdKPMagG #Haiyan #YolandaPH #ReliefPH #DT @operationSAFE,2013-11-12T00:00Z,Volunteer
8673,There is no ?ground zero? - help everyone! http://t.co/WRtdKPMagG #Haiyan #YolandaPH #ReliefPH #DT @operationSAFE,2013-11-12T00:00Z,Donations
8674,RT @BBVIPAKO: PLS RT &lt;CALL FOR HELP FOR TYPHOON YOLANDA VICTIMS IN THE PHILIPPINES&gt; http://t.co/WA83J1VY42,2013-11-12T00:00Z,Donations
8675,There is no ?ground zero? - help everyone! http://t.co/9JxkKYL3Ui #Haiyan #YolandaPH #ReliefPH #DT @operationSAFE,2013-11-12T00:00Z,Volunteer
8675,There is no ?ground zero? - help everyone! http://t.co/9JxkKYL3Ui #Haiyan #YolandaPH #ReliefPH #DT @operationSAFE,2013-11-12T00:00Z,Donations
8679,RT @decappeal: You can help the Philippines with your thumb. Text DEC to 70000 to give �5 #TyphoonAid,2013-11-12T00:00Z,Donations
8681,@BBC_WHYS Gareth Owen humanitarian director of @SavetheChildren on #WHYS at 1800 GMT talking us through their efforts to #Philippines #BBCOS,2013-11-12T00:00Z,Donations
8685,RT @alstewitn: #Philippines Donate to @careintuk through THE BIG GIVE &amp; it'll be doubled (for a limited time). https://t.co/2zMIXQelki to d?,2013-11-12T00:00Z,Donations
8687,RT @Cristiano: All of my support to the victims of #Haiyan. @SavetheChildren is helping meet children?s basic needs. Let?s all help http://?,2013-11-12T00:00Z,Donations
8689,9 Ways to Help Victims of Typhoon Haiyan http://t.co/Noo1kTA3AD,2013-11-12T00:00Z,Donations
8700,RT @MichaelKellyIC: Collections will be taken up at all Masses this Sunday for Philippines typhoon relief. Please give what you can #Haiyan,2013-11-12T00:00Z,Donations
8703,RT @enrique305: People in the #Philippines need our help right away! Please consider donating to #Haiya disaster relief. http://t.co/44dyBp?,2013-11-12T00:00Z,Donations
8705,RT @IslamicReliefUK: This infographic from @decappeal shows the staggering needs in the #Philippines - pls give generously #TyphoonAid http?,2013-11-12T00:00Z,Donations
8713,RT @linkinpark: Support relief &amp; recovery in the Philippines following Typhoon Haiyan. Donate Here: http://t.co/DcxTik4H0N http://t.co/qpGq?,2013-11-13T00:00Z,Donations
8716,RT @ConanOBrien: Text REDCROSS to 90999 to make a $10 donation to help #Haiyan victims. Give more here: http://t.co/ylA5iQFCjO.,2013-11-13T00:00Z,Donations
8717,"RT @WFP: As the impact of #Haiyan becomes clearer, @WFP is mobilizing food supplies to reach those in need. Help here: http://t.co/FlmqRija?",2013-11-13T00:00Z,Donations
8718,RT @UNICEF: #Haiyan has affected 11.3m ppl-4m of them children! We?re working around the clock to get them safe water! http://t.co/TwG4vnRm?,2013-11-13T00:00Z,Donations
8723,RT @channingtatum: Typhoon #Haiyan devastated the Philippines. Millions need food &amp; shelter. Text REDCROSS to 90999 to donate $10. GIVE: ht?,2013-11-13T00:00Z,Donations
8728,RT @LoveThatLUMPIA: Here's the link! Join us NOW w/ @NatFilmSociety @xylophonefilms &amp; friends for our #TyphoonRelief #YolandaPH Telethon ht?,2013-11-13T00:00Z,Donations
8733,"RT @rapplerdotcom: Cool, creative fundraisers for Typhoon Haiyan victims http://t.co/Kq5bDmuLIx http://t.co/bxbxmasfUQ",2013-11-13T00:00Z,Donations
8734,RT @PhilippineStar: Ambassador Josef Rychtar says Czech Republic is donating 15M Czech Crowns ($750k) to Phl | via @lawagcaoili #YolandaPH,2013-11-13T00:00Z,Donations
8741,"RT @axilcoffee: Tomorrow we are donating $1 from every coffee sold on behalf of Oxfam to those effected by typhoon Haiyan, pls come in to s?",2013-11-13T00:00Z,Donations
8744,RT @gazetteph: @theGazettESpain @GazettE_WW_Fans http://t.co/CNiYSwurnv    Please RT and donate for the victims of  #TyphoonHaiyan here in ?,2013-11-13T00:00Z,Donations
8746,RT @danaflores: Help us find her #TracingPH @ABSCBNNews #HanapKapatid #FindingKaren http://t.co/YoBiO27Fd6,2013-11-13T00:00Z,InformationWanted
8754,RT @SeanLowe09: Please help my friends @BarrysBootcamp raise funds for victims of Typhoon Haiyan. Proceeds go to UNICEF. Donate here: http:?,2013-11-13T00:00Z,Donations
8755,RT @Khunnie0624: We need your help! #Haiyan @UNICEF_Thailand http://t.co/j8XVQdB0yP,2013-11-13T00:00Z,Donations
8756,RT @petewentz: Please RT - Help kids in the #Philippines affected by #Haiyan. Text RELIEF to 864233 to donate $10 to @UNICEFUSA,2013-11-13T00:00Z,Donations
8759,Please help the people of the #Philippines.  Please text RELIEF to 864233 to donate $10 to @unicefusa,2013-11-14T00:00Z,Donations
8762,RT @archforhumanity: #TyphoonHaiyan/#TyphoonYolanda has now affected 2.5 M families/11.5M ppl Donate to help rebuild their lives http://t.c?,2013-11-14T00:00Z,Donations
8764,"RT @EyeOfJackieChan: Children affected by Typhoon #Haiyan in the Philippines need our help for food, water and shelter. 

Donate now... htt?",2013-11-14T00:00Z,Donations
8768,"RT @oxfamgb: #Haiyan latest: 11.5 million people affected, 544,600 remain displaced from their homes. Text DONATE to 70066 to give �5 to he?",2013-11-14T00:00Z,Donations
8772,"'If anyone has seen my mom ... ': Typhoon Haiyan displaced thousands of people. Now that the storm has passed,... http://t.co/yYu97eYjQt",2013-11-14T00:00Z,InformationWanted
8774,National Lottery (@TNLUK): Donate �12million EuroMillion prize that wasn't won to Philippines #TyphoonAid http://t.co/pbWb5aw8Ba via @change,2013-11-14T00:00Z,Donations
8778,If you are a restaurant anywhere in the world that wants to help the #haiyan crisis then please join us,2013-11-14T00:00Z,Donations
8789,RT @rchakras: Philippine embassy sends out advisory on donations directed towards #PhilippinesTyphoon http://t.co/nauIUGrz7J #Haiyan #Yolan?,2013-11-14T00:00Z,Donations
8804,RT @unicefusa: DONATE NOW to help save lives of kids in the #Philippines. Text RELIEF to 864233 to donate $10 to #Haiyan relief http://t.co?,2013-11-15T00:00Z,Donations
