tweet_id,event_id,eventType,text,date,user_id,annotation_postPriority
6263,10,wildfire,"RT @EmergencyAUS: NSW - For scale, latest #Lithgow #bushfire perimeter overlaid across #Sydney. #nswfires http://t.co/NrxKauEQ88 http://t.c?",,,High
6264,10,wildfire,Take care with all this Bushfire smoke around: some helpful tips from Asthma Australia Foundation. #ausunions #fires http://t.co/r6QV8QLXfw,,,Low
6265,10,wildfire,RT @RedCrossAU: It's another high risk day for #NSWfires. Donate to help affected #communities respond &amp; recover: http://t.co/ndrwPyV5yr,,,Low
6266,10,wildfire,15:58 Oct 21 NSW #Bushfire Emergency Warning: Springwood (Blue Mountains).  Details: http://t.co/uEc8okGkqM,,,High
6267,10,wildfire,"Fears Australia blazes could merge: Bushfires in New South Wales could merge to form a massive blaze, the fire... http://t.co/yvS1XJfGuz",,,Low
6269,10,wildfire,RT @NSWRFS: 4:05pm Media briefing with Commissioner Shane Fitzsimmons being live streamed now - http://t.co/WPUMskUIUJ #nswfires #NSWRFS,,,Medium
6270,10,wildfire,RT @702sydney: A couple of kilometres of ember activity being reported at #wilton : @NSWRFS #nswfires,,,High
6271,10,wildfire,"RT @smh: Sydney Water warns that water pressure may be low in some areas due to ""extremely heavy demand"" for fire fighting. http://t.co/pHK?",,,Medium
6272,10,wildfire,"#australia #news Boy, 11, charged over starting two fires near Newcastle - The Australian http://t.co/NDIvhVA6Dz",,,Low
6273,10,wildfire,Starting to rain lightly on the ranges here in Canberra ... hope this is also happening further north over the fires #nswfires,,,Medium
6274,10,wildfire,"Update l Police Arrests  

NSW Police have arrested a second boy, aged 15 over the #Heatherbrae Fire.",,,High
6275,10,wildfire,Top Story: Fears of 'mega-fire' forming: Australia firefighters are worried that two separate f... http://t.co/7kAuIEHBqo #ERMmedia @CNN,,,Low
6276,10,wildfire,#nswfires smoke sitting over Penrith/St Marys http://t.co/ZWirUzYW6r,,,Medium
6277,10,wildfire,#Davis Australia bushfires live: fears Blue Mountains fires will join together http://t.co/VOkqg4UoKU,,,Low
6278,10,wildfire,"RT @BBCWorld: One bushfire 300km (186 miles) wide, Victoria's fire chief tells BBC World News, as he sends 100 firefighters to NSW http://t?",,,Low
6279,10,wildfire,For all in Sydney and most of Illawarra ?@Nyx2701: Sydney Water statement: #BlueMountains #bushfires http://t.co/G14DMxrwB8 #NSWFires?,,,Low
6281,10,wildfire,Officials warn an enormous blaze in southeastern Australia could merge with others to create a 'mega-fire' http://t.co/7GfLwIEpYQ,,,Low
6282,10,wildfire,'Mega-fire' fears in Australia http://t.co/6RqeqYsWxr,,,Low
6283,10,wildfire,Australia: #Insurance bill from NSW fire hits $93m http://t.co/qaztMRm3kk,,,Low
6285,10,wildfire,Even as fires burn out of control around NSW - O'Farrell Govt accused of cutting #climate change research! via @ABC http://t.co/CxhZYShi6S,,,Low
6286,10,wildfire,RT @ABCCentralWest: 'Worst-case scenario': Blue Mountains blazes threaten to combine into mega-fire http://t.co/IJjtQwNv6n #nswfires,,,Low
6288,10,wildfire,RT @ElaineByrne: The land burnt by #nswfires in Australia so far is bigger than the island of Ireland. #scaryshit,,,Low
6289,10,wildfire,"15 Australia wildfires still burning out of control: Authorities warn high temps, strong winds likely to keep heightened fire danger ...",,,Low
6290,10,wildfire,"RT @eu_echo: #Fire situation in New South Wales (NSW) #Australia is worsening. 60 fires burning, 3 in Emergency Warning status. http://t.co?",,,Medium
6291,10,wildfire,RT @therealmalcolm: Yo Australia send my prayers hope people are safe from the fires @MKTOAustralia,,,Low
6292,10,wildfire,"RT @BBC_WHYS: Live talking to #firefighters and residents around #NSWfires Listen 
http://t.co/dMvgZs1vTm   ""everyone indebted to the fire ?",,,Low
6293,10,wildfire,"RT @Brad_Eveleigh: SKY LOCAL NEWS: 
Sydney - fires. 
Adelaide - fires. 
Perth - fires. 
Melbourne - horse racing. 
Brisbane - no one using ?",,,Low
6294,10,wildfire,Info on school closure: http://t.co/Ws6vpWM3v8 #nswfires,,,Medium
6295,10,wildfire,"#nswpol #auspol #BlueMountains #Blackheath #MtVictoria #nswfires
Heroes =@NSWRFS @FireRescueNSW 
Pg2  newsletter http://t.co/RmIcWcEoBs",,,Low
6296,10,wildfire,"RT @NSWRFS: Watch &amp; Act - Linksview Rd, Springwood Four local schools closed tomorrow http://t.co/B19rNUNsiR #nswfires #nswrfs",,,Low
6297,10,wildfire,. @NSWRFS not in need of food/blankets -please donate to official sources.Full list can be found at our web #nswfires http://t.co/DlyFvH9gkT,,,Medium
6298,10,wildfire,Record hot year causes fire emergency in Australia: The hottest 12 months on record in Australia have resulted... http://t.co/6EyIoZDIfj,,,Low
6299,10,wildfire,RT @snowflakeharry: i'm suprised the boys are allowed to go to sydney bc of the bush fires to be quite honest,,,Low
6300,10,wildfire,My thoughts and prayers are with the People and the Fire Fighters in Sydney...,,,Low
6301,10,wildfire,"On-air shortly with Early Edition on @NewstalkZB - talking TeamNZ with Peter Lester, NSW bush fires plus Bill English is on the programme.",,,Low
6302,10,wildfire,"RT @VinceCondella1: Fire season in SE Australia, but 2013 worse than normal.?@NASA_EO: Fires in New South Wales, Australia [image] http://t?",,,Low
6303,10,wildfire,Australia scorched as 56 fires rage http://t.co/qihkL2WX62,,,Low
6304,10,wildfire,#cnnworld #news Australia scorched as 56 fires rage http://t.co/5iI7FqOw8c,,,Low
6305,10,wildfire,"@bigshow81 was good mart, how was yours? Mark Bosnich was on talk sport he reckons u can smell the bush fires in Sydney ?",,,Low
6306,10,wildfire,[NewsUpdate] Australia scorched as 56 fires rage http://t.co/R1rlhUGHf6 #News,,,Low
6307,10,wildfire,RT @WilliamsJon: Apocalyptic photo of Sydney's famous landmarks under sky turned orange by NSW bush fires. Photo: @GettyImages http://t.co/?,,,Low
6310,10,wildfire,"RT @abcnews: The UN says the NSW fires are an example of ""the doom"" the world may face without action on climate change. http://t.co/HUHwzl?",,,Low
6311,10,wildfire,Firies to link two Blue Mountains Fires: A desperate backburning operation in the NSW Blue Mountains is underway... http://t.co/XQvfICUUmN,,,Low
6312,10,wildfire,#Climate change and fires in Australia: why it won't be a smooth ride http://t.co/9WfiAOsjtq #nswfires,,,Low
6313,10,wildfire,Dramatic helmet-cam shows blaze: Robyn Curnow reports authorities fear three fires in Australia could merge to... http://t.co/Vu9dabThme,,,Low
6314,10,wildfire,#AUSTRALIA: weather increases threat of fires | http://t.co/wBKdQFT7Fu | c #WEATHER | RT | #Bushfires,,,Low
6315,10,wildfire,RT @Ai_Live: #Bushfire information for those who are #Deaf or hard of hearing. http://t.co/y2mTyNTuwE #nswbushfires,,,Medium
6316,10,wildfire,RT @GeoffSceptic: Expert confirms Greens @AdamBandt to blame for the NSW Fires. When will we learn? http://t.co/RI4YG99YxY #auspol #climate?,,,Low
6317,10,wildfire,Watch 11.05 22/10 RFS media briefing by NSW Rural Fire Service on http://t.co/XtFd3gbYMy http://t.co/4D0XHKnbbj,,,Low
6318,10,wildfire,Stay safe with the harsh weather in Sydney this week. Our thoughts are with everyone effected by the fires.,,,Low
6319,10,wildfire,Fires could head toward Sydney http://t.co/7TMhkCWzKZ #news,,,Low
6320,10,wildfire,RT @SRyanRytes: 11yo Boy pleads not guilty to lighting Heatherbrae bushfire. #nswfires @newcastleherald,,,Low
6321,10,wildfire,"RT @Sandra_Sully: ALERT! 
TEN #eyewitnessnews in NSW will carry an extended 90-minute bulletin tonight from 5pm to cover #nswbushfires @cha?",,,Low
6322,10,wildfire,"NSW Governor Marie Bashir has visited #NSWRFS HQ, passing on her thanks to the thousands of firefighters #nswfires http://t.co/UGuXuGXlsy",,,Low
6323,10,wildfire,RT @VicUniResearch: Could #ClimateChange be playing a role in the #NSWfires?: http://t.co/T8Un5paXoe,,,Low
6324,10,wildfire,"RT @NSWRFS: NSW Governor Marie Bashir has visited #NSWRFS HQ, passing on her thanks to the thousands of firefighters #nswfires http://t.co/?",,,Low
6325,10,wildfire,"Back in Oz, now let's pray 4 rain 2 put these fires out in the WEST/Sydney. Thank GOD we've made it back safely from #Fiji @isLandiLushes",,,Low
6326,10,wildfire,2.05 Live Media briefing available at http://t.co/znwR7Ulp7E or download the 'livestream' app and follow nswrfs #nswrfs #nswfires,,,Low
6327,10,wildfire,RT @barryofarrell: great to know there are more than 650 personnel from other States &amp; Territories currently helping in NSW with #nswfires ?,,,Low
6328,10,wildfire,Rain on the windscreen looking out at firetrucks at #Faulconbridge http://t.co/MFuWQlW0Xk,,,Medium
6329,10,wildfire,RT @7NewsSydney: Calm before the storm. Authorities continue to prepare for #nswfires - http://t.co/FJ0taw2Ezz,,,Low
6330,10,wildfire,RT @JamelleWellsABC: RFS Comish says his focus during tomorrow's tough weather conditions will be to save lives.#nswfires @abcnewsNSW @ABCN?,,,Low
6331,10,wildfire,@Reuters bush fires in Australia have been happening for over 200 years. Is excessive snow in the UK also caused by #ClimateChange?,,,Low
6334,10,wildfire,http://t.co/5zKhPplKfk Australia merges bushfire blazes: Fire fighters in Australia deliberately join two large... http://t.co/63ef1C7m3F,,,Low
6335,10,wildfire,RT @diversionary: Whoa. RT @workmanalice: Amazing photo from a friend in Katoomba on the road to Blackheath. #nswfires http://t.co/3hKh9vOW?,,,Medium
6336,10,wildfire,RT @workmanalice: Amazing photo from a friend in Katoomba on the road to Blackheath. #nswfires http://t.co/7wrRgQ2f0X,,,Low
6337,10,wildfire,"Shane Fitzsimmons to #BlueMountains residents ""I would suggest that you need to leave tomorrow.. before lunchtime"" @NSWRFS #nswfires",,,Low
6338,10,wildfire,Waiting for the fire front - asset protection duty #nswbushfires http://t.co/FUjBCMRyPm,,,Low
6339,10,wildfire,"RT @ABCemergency: .@NSWRFS ""anyone who does not have an important reason to be in the Blue Mountains, don't be there."" #NSWFIRES",,,Medium
6340,10,wildfire,Join us @5 for an extended 90 minute bulletin. We'll bring you the latest on the bushfires @TenNewsSydney #eyewitnessnews #nswfires,,,Low
6342,10,wildfire,RT @PeterDoherty7: The Queenslanders are on their way to help New South Wales #nswfires @7NewsBrisbane http://t.co/2Uav4qxAP3,,,Medium
6343,10,wildfire,"RT @bintiM: You know, I'm thinking maybe we're lucky to be in Kenya. We could be Australia with Ole Lenku trying to fight bush fires",,,Low
6344,10,wildfire,Before and after satellite images showing the extent of the #nswfires http://t.co/QtE73pKLww,,,Low
6345,10,wildfire,@SixlitreHSV tomorrow's conditions predict the worst in nsw history for these fires and there's nothing we can do to help #frustrating,,,Low
6346,10,wildfire,"RT @dailybailey10: Minutes matter. Tomorrow be ready to leave early. Commissioners call to the fire threatened communities.

#SydneyFires",,,Medium
6347,10,wildfire,@MariamDiamond I just heard about the fires in Sydney. I hope you're ok &lt;3 please stay safe! Xxx,,,Low
6348,10,wildfire,It hampered our work today - but it was a relief to see some rain! Thinking of the NSW Fire Fighters - good luck tomorrow guys!,,,Low
6349,10,wildfire,"RT @9NewsSyd: To put the #StateMineFire in perspective, this is how big it would be if it was burning in #Sydney. #nswfires http://t.co/erg?",,,Low
6350,10,wildfire,RT @pelagicpictures: Phil and Sue Dunlop search for valuables from the ashes of their home in Winmalee. @photosSMH #nswfires @smhnews http:?,,,Low
6351,10,wildfire,#abcnews Live: RFS crews race to gain upper hand on NSW fires ahead of extreme conditions tomorrow via  http://t.co/rbWSKOwFBk,,,Low
6352,10,wildfire,?@deliriumtrent: So many tasmanian fire fighter people are in nsw helping stop the fires but we still don't get acknowledged..? Preach that,,,Low
6353,10,wildfire,RT @QldFire: Firies getting briefed before being deployed to assist at #nswfires http://t.co/YirxVoyMG9,,,Low
6354,10,wildfire,Australia fire investigators say military exercise may be cause of wildf...: http://t.co/FpSh5oMdgq via @youtube,,,Low
6355,10,wildfire,"Saka Water would like to donate a few thousand bottles of Saka Water to the fire fighters in NSW. 
Does anyone... http://t.co/diRI65oZHN",,,Medium
6356,10,wildfire,"RFS Comish says ""leaving early"" is safest option in fire danger areas tomorrow,. Says Minutes will matter. #nswfires @abcnews24 @702sydney",,,Low
6357,10,wildfire,RT @bbcweather: Cooler air pushing north across the #bushfire stricken #Sydney area will bring about some showers on Wednesday. StavD http:?,,,Low
6358,10,wildfire,#nswfires #NSWRFS #Blaxland MT riverview us now probably better prepared for a fire than it has ever been. Risk reduced in the last week,,,Low
6359,10,wildfire,The Sydney Morning &gt; NSW faces biggest fire test yet - All Blue Mountains schools have been closed as firefighters... http://t.co/Osd5e39CpO,,,Low
6360,10,wildfire,My thoughts are with everyone affected by #nswbushfires and especially with the Rural Fire Service volunteers. Stay safe tomorrow #NSWRFS,,,Low
6361,10,wildfire,RT @NSWRFS: A picture tells 1000 words: Photos from the fire front and/or smoke plumes help us fight the fires email photos@rfs.nsw.gov.au ?,,,High
6362,10,wildfire,It just briefly rained in #Katoomba and it sounds like decent rain. *fingers crossed* it keeps up #BlueMountains #NSWFires #bushfires,,,High
6363,10,wildfire,RT @BrendanChristie: Packed out hall at Blaxland High Community Meeting #bluemountains #nswfires http://t.co/gVPcPB5w8x,,,Low
6364,10,wildfire,RT @TallaraSkyee: Went back home today. Still can't believe it's gone #nswfires #Winmalee #fires http://t.co/ShDALtow73,,,Low
6365,10,wildfire,@GarcelleB Pls spare a thought/prayer for the brave men and women on the front line of the #nswfires #asbadasitgets #prayforrain,,,Low
6366,10,wildfire,Best wishes for tomorrow everyone. Pls stay safe. #nswfires,,,Low
6367,10,wildfire,"RT @nswfire: #nswfires #agchatoz

Animal welfare relief services:
Department of Primary Industries 1800 808 095
Website http://t.co/BV5dBVU?",,,Low
6368,10,wildfire,AUSTRALIA: Australia merges  blazes to prevent ?mega-fire?: Firefighters battling unseasonable wildfires in so... http://t.co/qFsy11Pmnb,,,Low
6369,10,wildfire,Fears Increase That Aussie Super-Fires May Merge Outside Sydney http://t.co/aFXZ747Out,,,Low
6370,10,wildfire,RT @Rolph_MF: So Melbourne has been raining all week and NSW is on fire #straya #nswfires,,,Low
6371,10,wildfire,Volunteers are amazing - &amp; some of Australia's best are out fighting one of Australia's biggest fires today in... http://t.co/06er5Op2X4,,,Low
6372,10,wildfire,If you missed it last night here is an article on what to do when there is fire danger. #nswfires #bushfire http://t.co/vW8Td44wre,,,Low
6373,10,wildfire,RT @nzherald: The front page of today?s New Zealand Herald: ?Inferno: The Great Escape? http://t.co/SbK3GUpV6J #nswfires http://t.co/eh1fuz?,,,Low
6374,10,wildfire,RT @katedoak: BIG Admission by NSW Fire Commissioner just then: Their Fire Trails aren?t all up to spec and passable?. #NSWFires,,,Low
6375,10,wildfire,"'As bad as it gets': Today will be hotter, drier and windier than previously forecast http://t.co/J8150YTUpJ #nswfires",,,Low
6376,10,wildfire,RT @Natalia_Cooper9: The Blue Mountains. So beautiful yet in a lot of danger today. Already so windy up here. @thetodayshow #nswfires http:?,,,Low
6377,10,wildfire,RT @702sydney: Incredible photo of @NSWRFS firefighter engulfed in flame and crawling out of the fire.He is OK #nswfires http://t.co/9prfXq?,,,Low
6378,10,wildfire,RT @samanthaplink: My parents helped control this backburn of Mt York overnight...kinda scary #nswfires http://t.co/ZSSbqXBCqP,,,Medium
6379,10,wildfire,"RT @NSWRFS: If you find an injured native animal, call WIRES 13000WIRES or DPI for livestock.  http://t.co/JcdwqBmU4P @WIRES_NSW #nswfires",,,Low
6380,10,wildfire,"Listening to Melbourne's rain, thinking of the fire danger in NSW. I love you Australia but you're a cruel mistress http://t.co/FmpZMyCDSm",,,Low
6381,10,wildfire,RT @BronwynHemsley: ! RT @702sydney: Another photo of the @NSWRFS firefighter crawling out of flames at #faulconbridge backburn #nswfires h?,,,Medium
6382,10,wildfire,RT @nswdpi: #nswfires: horses can be taken directly to #Penrith Paceway or the #Hawkesbury Showground @702sydney @NSWRFS,,,High
6384,10,wildfire,RT @thetodayshow: FIRE UPDATE: Fire behaviour will intensify soon. Important to remain vigilant and move to safe places. #nswfires #today9,,,Low
6385,10,wildfire,RT @TripleMSydney: NASA satellite image taken Oct 21 2.15pm showing #nswfires http://t.co/iuHx73TLUi,,,Medium
6386,10,wildfire,RT @DanniiMinogue: NSW Australia: 59 bush fires. Hoping today luck is on our side for residents and fire fighters.??,,,Low
6387,10,wildfire,RT @benloiacono: Cigarette butts cause #bushfires. Please bin your butt! #hillsdistrict #SydneyHills #NSWRFS,,,Medium
6389,10,wildfire,"NSW on fire, VIC saturated. What is the #priceofcarbon to you? #24hours of reality. http://t.co/sinM2HfjSb",,,Low
6390,10,wildfire,RT @YoungCons: AMAZING: Australia?s conservative Prime Minister literally puts himself in line of fire! http://t.co/uyBnCQqbCI #tcot,,,Low
6391,10,wildfire,"#OPENFOLLOW Weather fear as Australia fires burn: More than 3,000 firefighters in Australia ba... http://t.co/6QB2b10ZpZ #TEAMFOLLOWBACK",,,Low
6392,10,wildfire,"#newsupdate Weather fear as Australia fires burn: More than 3,000 firefighters in Austral... http://t.co/3C6wJZOhAh #bbc #news #bbcupdat",,,Low
6393,10,wildfire,Weather fear as Australia fires burn http://t.co/BBQ4LePwG8,,,Low
6394,10,wildfire,RT @alexandrajane84: Amazing photo of amazing people. Thoughts and best wishes to all affected and involved #nswfires #westernadvoate http:?,,,Low
6395,10,wildfire,Is it counter-productive to link NSW bush fires with climate change when the majority are caused by humans? #ClimateChange,,,Low
6396,10,wildfire,RT @ABCCentralWest: RFS 1105 update: Winds are picking up. Some helicopter water bombing has been suspended due to high winds. #nswfires,,,Low
6397,10,wildfire,THANK YOU: Dozens of fire trucks and personnel have travelled from across NSW and interstate to help today's... http://t.co/dDc3b3Sxyh,,,Low
6398,10,wildfire,@NSWRFS Have their work cut out for them today &amp; for the rest of the season. Thank you to all involved &amp; helping out. Stay safe. #nswfires,,,Low
6399,10,wildfire,'We have the ability to name and shame' @BarryOFarrell says of people trying to take financial advantage of #nswfires http://t.co/YwuT9LmgX4,,,Low
6400,10,wildfire,RT @abcnews: The Hawkesbury Showground has become a makeshift animal sanctuary due to the bushfire threat. http://t.co/16YwIW7BXk #nswfires,,,Medium
6401,10,wildfire,RT @AndrewBGreene: Australian Medical Association says there's been a 20 percent increase in asthma cases reported since #nswbushfires @ABC?,,,Low
6402,10,wildfire,Amazing and terrifying RT @workmanalice: Amazing photo from a friend in Katoomba on the road to Blackheath. #nswfires http://t.co/17TQTT40Af,,,Medium
6403,10,wildfire,RT @ShannonCarr_10: ?@LittleM_BigA: Fire at minmi from edgeworth @1233newcastle #nswfires http://t.co/hHAtgLpJW0?,,,Medium
6404,10,wildfire,"#BBC Coverage of #Australia #nswbushfires 
http://t.co/6J0g5FEsgf
#Support from around the #Globe",,,Low
6406,10,wildfire,@NSWRFS @ABCNews24  Fire advice changing by the minute here at RFS headquarters. Two emergency alerts now -Minmy and Springwood.. #nswfires,,,High
6407,10,wildfire,Sending love &amp; safe thoughts to my fellow #novacastrians as these #nswfires burn #keepsafe.,,,Low
6408,10,wildfire,"RT @ErinEdwards7: Horrid emergency unfolding at #faulconbridge - fire is 50m behind #springwood shs - near hundreds of homes, norman lindsa?",,,High
6409,10,wildfire,"RT @9NewsSyd: 9CHOPPERCAM: Crews waterbombing #Minmi blaze, west of #Newcastle. Emergency warning in place. #nswfires http://t.co/2tjrOXHvrJ",,,Low
6410,10,wildfire,"RT @AmandaGearing: Oakdale Road resident 
Choppers flying over.
Police doorknocking asking residents to prepare to evacuate.
#nswfires #NSW?",,,Medium
6411,10,wildfire,"RT @NSWRFS: Emergency Warning: Linksview Rd, Springwood
 http://t.co/l9TPwsbuM2 #nswfires #nswrfs",,,High
6412,10,wildfire,RT @DaniIsdale: Thoughts with Blue Mountains communities and #NSWRFS crews as the weather turns this afternoon.,,,Low
6413,10,wildfire,"RT @7NewsSydney: CHOPPERCAM: Emergency warning issued for area of Stockrington Road, west of the M1, heading towards Minmi #NSWfires http:/?",,,Medium
6414,10,wildfire,PIC JUST NOW @NatWallaceNBN Residents waiting/ready to flee if the fire jumps the M1 #nswfires http://t.co/3QzO5Dp1fn http://t.co/D0jYUIsTKd,,,Medium
6415,10,wildfire,Australians evacuate homes as hot winds fan Sydney fire threat http://t.co/VxTvaaaEem,,,Low
6416,10,wildfire,"RT @NSWRFS: UPDATE: The Gulguer Nature Reserve Fire is now contained, crews will remain on scene to patrol and black out. #nswfires #nswrfs",,,Medium
6417,10,wildfire,State Mine: Photo from Mountain Lagoon Rd taken by Hawkesbury Gazette http://t.co/gQdixQfjr5 #nswfires #NSWRFS,,,Medium
6418,10,wildfire,"RT @FinancialReview: Horror fire conditions arrive in Sydney @NSWRFS  - 3 emergency alerts, 60 fires, 22 uncontained
http://t.co/GU4Wx2waQT",,,Low
6419,10,wildfire,RT @abcnews: Prime Minister Tony Abbott has dismissed a UN assessment that the NSW fires are linked to climate change. http://t.co/dlTTNJjw?,,,Low
6421,10,wildfire,"RT @BrianCHouston: Could you please pray for our home state in Australia, where the bush fire situation continues to worsen in treacherous ?",,,Low
6422,10,wildfire,The firies seem to be doing an amazing job. Keep it up. #auspol #nswrfs,,,Low
6423,10,wildfire,It's so great to see and hear how well our country is pulling together to get through the #nswfires,,,Low
6424,10,wildfire,New Watch and Act alert for fire at Galston Gorge. If that takes hold NW edge of Sydney is in trouble.,,,Medium
6425,10,wildfire,"RT @MGHReeves: #NSWRFS crews working in hot, smokey and difficult conditions at Bilpin. Pic from #Inglesiderfs http://t.co/9n56IYxA6w",,,Medium
6426,10,wildfire,"The skycrane working through the smoke at #faulconbridge
Image l John Donegan http://t.co/JogpKfxJ1v",,,Low
6427,10,wildfire,RT @RedCrossAU: Our hearts go out to families who have lost their homes. For tips on how to support those affected by #NSWbushfires: http:/?,,,Medium
6428,10,wildfire,RT @NSWRFS: Stockrington Rd Fire: The M1 has reopened southbound. Northbound lanes remain closed. #nswfires #nswrfs,,,Medium
6429,10,wildfire,"'Extreme fire danger' warning - An ""extreme fire danger"" warning is issued for the Sydney area. CNN's Robyn Curnow... http://t.co/Qk5YtFKsl2",,,Low
6430,10,wildfire,Thinking of all those that are afftected by the fires so sad #nswfires,,,Low
6431,10,wildfire,RT @NSWRFS: Important information about donations http://t.co/egTebLZWxk #nswfires,,,Medium
6432,10,wildfire,"RT @702sydney: Another shot of the cricket at #Faulconbridge A full pitch view 
Photographer- @John__Donegan #nswfires @NSWRFS http://t.co/?",,,Low
6433,10,wildfire,The bush fire threat to the Blue Mountains west of Sydney has been averted for the rest of today according to officials. #CroozeFmNews,,,Low
6434,10,wildfire,Australia fire threat 'averted' http://t.co/DIrQ53cvSa,,,Low
6435,10,wildfire,RT @TheDingoTracker: Thoughts are with all the people and animals fighting and fleeing fires in NSW @NSWRFS @OEHmedia @NPWSnorthern @BMWHI,,,Low
6436,10,wildfire,"""@Sandra_Sully: .@_AdamTodd: Bushfires at Springwood as the sun sets #nswfires #eyewitnessnews http://t.co/stbzJlm5Uy""",,,Low
6437,10,wildfire,RT @JezFernandezABC: It's just terrific seeing Auslan translators as a normal component of emergency mgmt procedures. Very smart. #nswfires.,,,Low
6438,10,wildfire,RT @mrslhawke: Redhead fire wind change looking worse at night@1233newcastle @nbnnews #nswfires http://t.co/KK4HvDrk5G,,,Low
6439,10,wildfire,RT @NBCNewsWorld: Residents told to flee even as Australia fires ease http://t.co/Mu20en6Mpv,,,Low
6440,10,wildfire,"RT @RedCrossAU: Our volunteers are at #NSWbushfires evacuation centres in Springwood, Lithgow &amp; North Richmond. A friendly face during cris?",,,Medium
6441,10,wildfire,RT @NSWRFS: Emergency Warning - Gateshead fire (Lake Macquarie) http://t.co/ODCMq9yEUD Evacs centres now open #NSWRFS #nswfires,,,Critical
6442,10,wildfire,RT @pelagicpictures: Two rings of fire burn at dusk west of the Darling Causeway near Hartley Vale. @photosSMH #nswfires @NSWRFS @nswfire h?,,,Low
6443,10,wildfire,LetYouKnow: Australia fire threat 'averted': Australian fire officials say the threat t... http://t.co/ExUMVZCg3A http://t.co/UD6mg2UlCH,,,Low
6444,10,wildfire,"RT @newscomauHQ: ""Investigations by NSW RFS fire investigators have determined the State Mine Fire... was started as a result of live ordna?",,,Medium
6445,10,wildfire,NSW Fires ? are the new building codes working? - The Fifth Estate � The Fifth Estate http://t.co/3sErtHjNDK,,,Low
6446,10,wildfire,@Mizz_M This is is for the fire affected areas in NSW. Apologies for any confusion. There are no silly questions:) ^SD,,,Low
6447,10,wildfire,RT @SamEBJones: RT @MissBaileyWoof: Joey rescued after sustaining burns to his paws #nswfires http://t.co/dHTY5w0esB,,,Low
6448,10,wildfire,RT @gcnelson: A weary firefighter catches a well earned rest as the worst appears over. @abcnews #NSWfires http://t.co/3upgbLUMwL,,,Low
6449,10,wildfire,Wildfires threaten Sydney: More than 70 fires are raging across Australia's most populous... http://t.co/gPLyXU8dK9 #atlantacash4junkcar,,,Low
6450,10,wildfire,"Wildfires threaten Sydney: More than 70 fires are raging across Australia's most populous state, now threateni... http://t.co/IX1lWuQYG4",,,Low
6451,10,wildfire,"Wildfires threaten Sydney: More than 70 fires are raging across Australia's most populous state, now threateni... http://t.co/5sGtTu7GLp",,,Low
6452,10,wildfire,RT @MarkDiStef: Defence Department has released an extended statement into @NSWRFS claims it started the State Mine Fire #nswfires http://t?,,,Medium
6453,10,wildfire,RT @DamonAM: My opinion of the @NSWRFS neatly summarised into a comic. #nswfires http://t.co/04rKF8gg4p,,,Low
6455,10,wildfire,ON AIR: the latest on the #nswfires with Andrew Luke from @NSWRFS and we'll have a weather update,,,Low
6456,10,wildfire,Australia's hottest 12 months on record have produced huge bush fires very early but their PM tries to deny it is due to Climate change!,,,Low
6457,10,wildfire,"RT @MarkDiStef: Defence Dept's been ""investigating"" after revelations it started NSW's biggest fire. Ch7 says Defence now admitted to @NSWR?",,,Low
6458,10,wildfire,"RT @BBCWorld: ""My property was built in 1823; I don't intend to lose it"" - #nswfires continue in Australia http://t.co/e1VZxgSxFq &amp; http://?",,,Low
6459,10,wildfire,"Video: Australia wildfires: Mega-fire feared, thousands evacuated http://t.co/IpxF5G8hc2",,,Low
6460,10,wildfire,Crisis Averted For Now In Australia's Fight Against Fires http://t.co/Ttx0Vqn5BW,,,Low
6461,10,wildfire,"@afreedma 1851 was one of the coldest years in the CRU record, and also the year of Australia's worst fire. There is no connection.",,,Low
6462,10,wildfire,RT @702sydney: Needing info on school closures for today? Full list available here: http://t.co/VjVlcOipFZ #nswfires,,,Medium
6463,10,wildfire,when I was flying into Sydney last night I could see fires burning ?,,,Low
6464,10,wildfire,Fitz 7:05AM presser: 70-80km/h SW winds expected again today for #BlueMountains. #nswfires,,,Low
6465,10,wildfire,RFS Commissioner says he still has concerns for #Springwood blaze  #nswfires,,,Medium
6467,10,wildfire,"RT @NSWRFS: A busy day with great work by #nswrfs, @FireRescueNSW, Nat Parks, Forests, @nswpolice and the community. Thank you. #nswfires",,,Low
6468,10,wildfire,"UPDATE: 64 fires burning, 24 uncontained. Dropped temperatures but strong winds. Authorities warn: #nswfires crisis is far from over #today9",,,Low
6469,10,wildfire,"RT @thetodayshow: UPDATE: 64 fires burning, 24 uncontained. Dropped temperatures but strong winds. Authorities warn: #nswfires crisis is fa?",,,Low
6470,10,wildfire,Top Story: Australia bush fire threat easing: Wildfires threaten the western suburbs of Austral... http://t.co/q3oDRBlLsr #ERMmedia @CNN,,,Low
6471,10,wildfire,RT @9NewsSyd: UPDATE: Smoke from fire around #Dudley &amp; #Redhead could affect surrounding suburbs #nswfires http://t.co/gGU7VzDqDC,,,Low
6472,10,wildfire,RT @AndrewBoltsBlog: Column - The ABC burns the truth in the NSW fires : THE Gillard Government died broke yet could still toss one... http?,,,Low
6473,10,wildfire,Branches in the Blue Mtns are open today with full services-staff ready to help. Thanks to all who have bravely helped during the #nswfires,,,Medium
6474,10,wildfire,"RT @heldavidson: 'The environment minister said he ""looked up what wikipedia"" says about bushfires'... #auspol #nswfires",,,Low
